1,2,3,4,5,6,7,8,9,x
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.52127,14.32,3.9,0.83,71.5,0,9.49,0,0,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0,0,0
1.5159200000000002,12.86,3.52,2.12,72.66,0.69,7.97,0,0,1
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,0
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,1
1.5217200000000002,13.51,3.86,0.88,71.79,0.23,9.54,0,0.11,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,0
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0,0.1,1
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,1
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0,0,0
1.51764,12.98,3.54,1.21,73,0.65,8.53,0,0,0
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0,0.17,1
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,0
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,1
