1,2,3,4,5,6,7,x
0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
0.4,0.45,0.48,0.5,0.38,0.22,0,1
0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0
0.48,0.45,0.48,0.5,0.6,0.78,0.8,0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0
0.47,0.55,0.48,0.5,0.58,0.71,0.75,0
0.66,0.53,0.48,0.5,0.59,0.66,0.66,0
0.34,0.51,0.48,0.5,0.67,0.9,0.9,0
0.6,0.5,1,0.5,0.54,0.77,0.8,0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0
0.12,0.43,0.48,0.5,0.63,0.7,0.74,0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0
0.34,0.67,0.48,0.5,0.52,0.76,0.79,0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0
0.71,0.52,0.48,0.5,0.64,1,0.99,0
0.79,0.41,0.48,0.5,0.66,0.81,0.83,0
0.69,0.43,0.48,0.5,0.59,0.74,0.77,0
0.84,0.49,0.48,0.5,0.55,0.78,0.74,0
0.63,0.42,0.48,0.5,0.48,0.77,0.8,0
0.81,0.53,0.48,0.5,0.57,0.87,0.88,0
0.87,0.49,0.48,0.5,0.61,0.76,0.79,0
0.47,0.46,0.48,0.5,0.62,0.74,0.77,0
0.76,0.41,0.48,0.5,0.5,0.59,0.62,0
0.86,0.55,0.48,0.5,0.63,0.81,0.83,0
0.57,0.38,0.48,0.5,0.06,0.49,0.33,0
0.74,0.9,0.48,0.5,0.57,0.53,0.29,0
0.56,0.68,0.48,0.5,0.77,0.36,0.45,0
0.63,0.49,0.48,0.5,0.79,0.45,0.28,0
0.68,0.63,0.48,0.5,0.73,0.4,0.3,0
0.67,0.7,0.48,0.5,0.46,0.45,0.33,0
0.67,0.81,0.48,0.5,0.25,0.42,0.25,0
0.68,0.82,0.48,0.5,0.38,0.65,0.56,0
0.64,0.84,0.48,0.5,0.37,0.45,0.4,0
0.64,0.66,0.48,0.5,0.41,0.39,0.2,0
0.64,0.81,0.48,0.5,0.37,0.39,0.44,0
0.43,0.59,0.48,0.5,0.52,0.49,0.56,0
0.74,0.56,0.48,0.5,0.47,0.68,0.3,0
0.71,0.57,0.48,0.5,0.48,0.35,0.32,0
0.74,0.74,0.48,0.5,0.31,0.53,0.52,0
