1,2,3,4,5,6,7,8,9,x
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.51764,12.98,3.54,1.21,73,0.65,8.53,0,0,0
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.5230000000000001,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,0
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,1
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,1
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,1
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,1
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,1
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0,0.17,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0,0,0
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.5205799999999998,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,0
1.51613,13.88,1.78,1.79,73.1,0,8.67,0.76,0,0
1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,0
1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
