1,2,3,4,5,6,7,8,9,10,11,12,x
11,0,0,0,0,1,350,180,3664,11,1974,18,1
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
27,0,1,0,0,0,97,88,2130,15,1971,8,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
16,0,0,0,1,0,250,105,3897,19,1976,6,1
13,0,0,0,0,1,318,150,3755,14,1977,9,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
19,0,0,0,1,0,156,108,2930,16,1977,26,0
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
29,0,1,0,0,0,90,70,1937,14,1977,29,0
26,0,1,0,0,0,97,46,1950,21,1974,29,0
27,0,1,0,0,0,112,88,2640,19,1983,6,1
28,0,1,0,0,0,97,92,2288,17,1973,8,0
18,0,0,0,1,0,199,97,2774,16,1971,0,1
12,0,0,0,0,1,350,180,4499,13,1974,18,1
25,0,1,0,0,0,121,115,2671,14,1976,24,0
18,0,0,0,0,1,307,130,3504,12,1971,6,1
20,0,1,0,0,0,97,88,2279,19,1974,26,0
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
26,0,1,0,0,0,79,67,1963,16,1975,29,0
26.5,0,1,0,0,0,140,72,2565,14,1977,11,1
12,0,0,0,0,1,455,225,4951,11,1974,3,1
22,0,1,0,0,0,121,98,2945,15,1976,28,0
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
27,0,1,0,0,0,151,90,2735,18,1983,22,1
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
26,0,1,0,0,0,156,92,2585,15,1983,7,1
38,0,1,0,0,0,105,63,2125,15,1983,21,1
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
20.3,0,0,1,0,0,131,103,2830,16,1979,1,0
21,0,1,0,0,0,122,86,2226,17,1973,11,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
31.5,0,1,0,0,0,98,68,2045,19,1978,13,0
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
13,0,0,0,0,1,318,150,3940,13,1977,21,1
25.8,0,1,0,0,0,156,92,2620,14,1982,9,1
28.4,0,1,0,0,0,151,90,2670,16,1980,3,1
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
22,0,0,0,1,0,146,97,2815,15,1978,8,0
39.1,0,1,0,0,0,79,58,1755,17,1982,26,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
29,0,1,0,0,0,135,84,2525,16,1983,9,1
18,0,0,0,1,0,232,100,3288,16,1972,0,1
22,0,0,0,1,0,250,105,3353,15,1977,6,1
34.7,0,1,0,0,0,105,63,2215,15,1982,21,1
31,0,1,0,0,0,79,67,2000,16,1975,10,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
29.8,0,1,0,0,0,89,62,1845,15,1981,29,0
20.5,0,0,0,1,0,225,100,3430,17,1979,21,1
20.5,0,0,0,1,0,200,95,3155,18,1979,6,1
19,0,1,0,0,0,120,88,3270,22,1977,20,0
36,0,1,0,0,0,98,70,2125,17,1983,16,1
15,0,0,0,1,0,258,110,3730,19,1976,0,1
31,0,1,0,0,0,91,68,1970,18,1983,14,0
19,0,0,0,1,0,225,95,3264,16,1976,21,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
24,0,1,0,0,0,140,92,2865,16,1983,11,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
32,0,1,0,0,0,85,70,1990,17,1977,8,0
14,0,0,0,0,1,400,175,4464,12,1972,22,1
33.5,0,1,0,0,0,151,90,2556,13,1980,22,1
35,0,1,0,0,0,122,88,2500,15,1981,27,0
13,0,0,0,0,1,350,165,4274,12,1973,6,1
19,0,0,0,1,0,250,100,3282,15,1972,22,1
13,0,0,0,0,1,400,170,4746,12,1972,11,1
21,0,0,0,1,0,155,107,2472,14,1974,16,1
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
