1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,28.58,3.625,0,1,0,6,4,0.25,0,0,0,1,0,1,0,100,1,0
0,23.58,11.5,1,0,0,4,8,3,0,0,0,1,0,1,0,20,17,0
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
0,22.5,8.46,1,0,0,14,4,2.46,0,0,0,0,0,1,0,164,1,1
1,34,4.5,0,1,0,6,4,1,1,0,0,1,0,1,0,240,1,0
1,62.75,7,0,1,0,10,9,0,0,0,0,0,0,1,0,0,13,0
0,19.17,0.585,1,0,0,6,4,0.585,1,0,0,1,0,1,0,160,1,0
1,52.42,1.5,0,1,0,2,4,3.75,0,0,0,1,0,1,0,0,351,0
0,20.08,0.125,0,1,0,11,4,1,0,1,1,0,0,1,0,240,769,1
1,21.92,0.5,0,1,0,8,4,0.125,0,0,0,0,0,1,0,360,1,0
1,31.83,0.04,1,0,0,7,4,0.04,0,0,0,0,0,1,0,0,1,0
0,18.92,9,0,1,0,6,4,0.75,1,1,2,0,0,1,0,88,592,1
1,26.67,1.75,1,0,0,8,4,1,1,1,5,1,0,1,0,160,5778,1
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
0,16.92,0.5,0,1,0,3,4,0.165,0,1,6,1,0,1,0,240,36,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,34.17,1.54,0,1,0,13,4,1.54,1,1,1,1,0,1,0,520,50001,1
1,45.17,1.5,0,1,0,8,4,2.5,1,0,0,1,0,1,0,140,1,0
1,25.08,1.71,0,1,0,14,4,1.665,1,1,1,1,0,1,0,395,21,1
1,38.58,3.335,0,1,0,9,4,4,1,1,14,0,0,1,0,383,1345,1
1,36.17,0.42,1,0,0,9,4,0.29,0,0,0,1,0,1,0,309,3,0
0,58.67,4.46,0,1,0,11,8,3.04,1,1,6,0,0,1,0,43,561,1
0,24.5,1.04,1,0,0,1,1,0.5,1,1,3,0,0,1,0,180,148,0
1,41.5,1.54,0,1,0,3,5,3.5,0,0,0,0,0,1,0,216,1,1
1,24.08,0.875,0,1,0,7,4,0.085,0,1,4,0,0,1,0,254,1951,0
1,22.67,1.585,1,0,0,9,4,3.085,1,1,6,0,0,1,0,80,1,1
1,25.67,3.25,0,1,0,8,8,2.29,0,1,1,1,0,1,0,416,22,0
0,32.17,1.46,0,1,0,9,4,1.085,1,1,16,0,0,1,0,120,2080,1
1,28.17,0.125,1,0,0,4,4,0.085,0,0,0,0,0,1,0,216,2101,0
1,35.17,2.5,0,1,0,4,4,4.5,1,1,7,0,0,1,0,150,1271,1
1,16.17,0.04,0,1,0,8,4,0.04,0,0,0,0,0,1,0,0,1,1
0,29.5,2,1,0,0,10,8,2,0,0,0,0,0,1,0,256,18,0
1,21.33,7.5,0,1,0,6,4,1.415,1,1,1,0,0,1,0,80,9801,1
1,25,11.25,0,1,0,8,4,2.5,1,1,17,0,0,1,0,200,1209,1
1,24.42,12.335,0,1,0,11,8,1.585,1,0,0,1,0,1,0,120,1,1
1,23.25,1,0,1,0,8,4,0.835,1,0,0,0,1,0,0,300,1,1
1,41.75,0.96,0,1,0,14,4,2.5,1,0,0,0,0,1,0,510,601,1
1,18.67,5,0,1,0,11,4,0.375,1,1,2,0,0,1,0,0,39,0
0,15.83,0.585,0,1,0,8,8,1.5,1,1,2,0,0,1,0,100,1,1
0,33.08,1.625,0,1,0,2,4,0.54,0,0,0,1,0,1,0,0,1,0
1,18.58,10.29,0,1,0,1,1,0.415,0,0,0,0,0,1,0,80,1,0
1,39.08,6,0,1,0,7,4,1.29,1,1,5,1,0,1,0,108,1098,1
1,40.58,1.5,0,1,0,3,5,0,0,0,0,0,1,0,0,300,1,0
1,28.25,5.04,1,0,0,8,5,1.5,1,1,8,1,0,1,0,144,8,1
0,21.25,2.335,0,1,0,3,5,0.5,1,1,4,0,1,0,0,80,1,1
1,52.33,1.375,1,0,0,8,8,9.46,1,0,0,1,0,1,0,200,101,0
1,40.25,21.5,0,1,0,10,9,20,1,1,11,0,0,1,0,0,1201,1
1,54.33,6.75,0,1,0,8,8,2.625,1,1,11,1,0,1,0,0,285,1
1,34.83,2.5,1,0,0,9,4,3,0,0,0,0,1,0,0,200,1,0
0,22.5,0.415,0,1,0,3,4,0.335,0,0,0,1,1,0,0,144,1,0
1,37.42,2.04,0,1,0,9,4,0.04,1,0,0,1,0,1,0,400,5801,1
1,22.25,9,0,1,0,6,4,0.085,0,0,0,0,0,1,0,0,1,0
1,22.75,11.5,0,1,0,3,4,0.415,0,0,0,0,0,1,0,0,1,0
1,63.33,0.54,0,1,0,8,4,0.585,1,1,3,1,0,1,0,180,1,0
1,20.67,5.29,0,1,0,11,4,0.375,1,1,1,0,0,1,0,160,1,0
1,26.75,1.125,0,1,0,14,8,1.25,1,0,0,0,0,1,0,0,5299,1
1,20.42,1.085,0,1,0,11,4,1.5,0,0,0,0,0,1,0,108,8,0
0,52.83,15,0,1,0,8,4,5.5,1,1,14,0,0,1,0,0,2201,1
0,56.5,16,0,1,0,5,1,0,1,1,15,0,0,1,0,0,248,1
1,20.5,10,1,0,0,8,4,2.5,1,0,0,0,1,0,0,40,1,1
1,19.67,10,1,0,0,4,8,0.835,1,0,0,1,0,1,0,140,1,0
0,22.67,0.75,0,1,0,8,4,2,0,1,2,1,0,1,0,200,395,0
1,42.5,4.915,1,0,0,9,4,3.165,1,0,0,1,0,1,0,52,1443,1
0,28.08,15,1,0,0,10,9,0,1,0,0,0,0,1,0,0,13213,1
1,20.17,8.17,0,1,0,6,4,1.96,1,1,14,0,0,1,0,60,159,1
0,44.17,6.665,0,1,0,11,4,7.375,1,1,3,1,0,1,0,0,1,1
1,22.75,11,0,1,0,11,4,2.5,1,1,7,1,0,1,0,100,810,1
1,43.25,3,0,1,0,11,8,6,1,1,11,0,0,1,0,80,1,1
1,26.33,13,0,1,0,10,2,0,0,0,0,1,0,1,0,140,1111,0
1,18.83,3.54,1,0,0,1,1,0,0,0,0,1,0,1,0,180,2,0
1,37.33,6.5,0,1,0,7,8,4.25,1,1,12,1,0,1,0,93,1,1
0,28.42,3.5,0,1,0,9,4,0.835,1,0,0,0,1,0,0,280,1,1
0,50.08,12.54,0,1,0,6,4,2.29,1,1,3,1,0,1,0,156,1,1
1,26.83,0.54,0,1,0,4,1,0,0,0,0,0,0,1,0,100,1,0
0,46,4,0,1,0,5,3,0,1,0,0,0,0,1,0,100,961,1
0,31.25,3.75,0,1,0,13,8,0.625,1,1,9,1,0,1,0,181,1,1
1,33.67,1.25,0,1,0,9,4,1.165,0,0,0,0,0,1,0,120,1,0
1,28.75,1.165,0,1,0,4,4,0.5,1,0,0,0,1,0,0,280,1,0
0,24.5,1.75,1,0,0,8,4,0.165,0,0,0,0,0,1,0,132,1,0
1,31.08,3.085,0,1,0,8,4,2.5,0,1,2,1,0,1,0,160,42,0
1,25.5,0.375,0,1,0,7,4,0.25,1,1,3,0,0,1,0,260,15109,1
1,17.58,10,0,1,0,9,8,0.165,0,1,1,0,0,1,0,120,2,0
1,26.17,12.5,1,0,0,4,8,1.25,0,0,0,1,0,1,0,0,18,0
1,20.42,7,0,1,0,8,4,1.625,1,1,3,0,0,1,0,200,1392,1
