1,2,3,4,5,6,7,8,9,x
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,0
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0,0,0
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0,0,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,0
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,0
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0,0.12,1
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,1
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,1
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,0
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,1
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,1
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0,0.21,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,1
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0,0,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
