1,2,3,4,5,6,7,8,9,10,11,12,x
14,0,0,0,0,1,350,165,4209,12,1972,6,1
17,0,0,0,0,1,302,140,3449,11,1971,11,1
15,0,0,0,0,1,400,150,3761,10,1971,6,1
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
34,0,1,0,0,0,108,70,2245,17,1983,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
19.1,0,0,0,1,0,225,90,3381,19,1981,9,1
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
31.8,0,1,0,0,0,85,65,2020,19,1980,8,0
24,0,1,0,0,0,107,90,2430,15,1971,1,0
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
15.5,0,0,0,0,1,351,142,4054,14,1980,11,1
16,0,0,0,1,0,250,100,3278,18,1974,6,1
23,0,1,0,0,0,120,97,2506,15,1973,26,0
21,0,0,0,1,0,199,90,2648,15,1971,0,1
30,0,1,0,0,0,97,67,1985,16,1978,25,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
16.5,0,0,0,0,1,351,138,3955,13,1980,16,1
16,0,0,0,1,0,250,105,3897,19,1976,6,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
31.6,0,1,0,0,0,120,74,2635,18,1982,14,0
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
27.2,0,1,0,0,0,141,71,3190,25,1980,20,0
24,0,1,0,0,0,116,75,2158,16,1974,19,0
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
19,0,0,0,1,0,156,108,2930,16,1977,26,0
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
13,0,0,0,0,1,360,175,3821,11,1974,0,1
18,0,0,0,1,0,232,100,2945,16,1974,0,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
32.7,0,0,0,1,0,168,132,2910,11,1981,8,0
14,0,0,0,0,1,318,150,4237,15,1974,21,1
18.5,0,0,0,1,0,250,98,3525,19,1978,11,1
26,0,1,0,0,0,97,46,1950,21,1974,29,0
32,0,1,0,0,0,91,67,1965,16,1983,13,0
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
20,0,0,0,1,0,198,95,3102,17,1975,21,1
28,0,1,0,0,0,97,92,2288,17,1973,8,0
38,0,0,0,1,0,262,85,3015,17,1983,18,1
22.5,0,0,0,1,0,232,90,3085,18,1977,0,1
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
32.4,0,1,0,0,0,108,75,2350,17,1982,26,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
19.2,0,0,0,0,1,305,145,3425,13,1979,6,1
23,0,1,0,0,0,115,95,2694,15,1976,1,0
35,0,1,0,0,0,72,69,1613,18,1972,8,0
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
28,0,1,0,0,0,90,75,2125,15,1975,9,1
13,0,0,0,0,1,350,175,4100,13,1974,3,1
17,0,0,0,1,0,250,100,3329,16,1972,6,1
12,0,0,0,0,1,350,180,4499,13,1974,18,1
18.2,0,0,0,0,1,318,135,3830,15,1980,9,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
12,0,0,0,0,1,400,167,4906,13,1974,11,1
25,0,1,0,0,0,98,80,2126,17,1973,9,1
34.2,0,1,0,0,0,105,70,2200,13,1980,21,1
30,0,1,0,0,0,88,76,2065,15,1972,10,0
25,0,1,0,0,0,121,115,2671,14,1976,24,0
18,0,0,0,0,1,307,130,3504,12,1971,6,1
20,0,1,0,0,0,97,88,2279,19,1974,26,0
16,0,0,0,0,1,351,149,4335,15,1978,11,1
24.5,0,1,0,0,0,151,88,2740,16,1978,22,1
21,0,0,0,1,0,231,110,3039,15,1976,3,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
26,0,1,0,0,0,79,67,1963,16,1975,29,0
16,0,0,0,0,1,400,170,4668,12,1976,22,1
23.2,0,1,0,0,0,156,105,2745,17,1979,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
15,0,0,0,0,1,350,145,4440,14,1976,6,1
21,0,1,0,0,0,120,87,2979,20,1973,20,0
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
29,0,1,0,0,0,97,75,2171,16,1976,26,0
23,0,1,0,0,0,120,88,2957,17,1976,20,0
15,0,0,0,0,1,350,165,3693,12,1971,3,1
31.3,0,1,0,0,0,120,75,2542,18,1981,14,0
