1,2,3,4,5,6,7,x
0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
0.23,0.4,0.48,0.5,0.39,0.28,0.38,1
0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
0.32,0.42,0.48,0.5,0.35,0.28,0.38,1
0.33,0.45,0.48,0.5,0.52,0.32,0.41,1
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
0.44,0.34,0.48,0.5,0.3,0.33,0.43,1
0.42,0.38,0.48,0.5,0.54,0.34,0.43,1
0.52,0.36,0.48,0.5,0.41,0.28,0.38,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.18,0.3,0.48,0.5,0.46,0.24,0.35,1
0.25,0.37,0.48,0.5,0.41,0.33,0.42,1
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
0.41,0.51,0.48,0.5,0.58,0.2,0.31,1
0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0,0.38,0.48,0.5,0.42,0.48,0.55,1
0.39,0.31,0.48,0.5,0.38,0.34,0.43,1
0.3,0.44,0.48,0.5,0.49,0.22,0.33,1
0.4,0.41,0.48,0.5,0.55,0.22,0.33,1
0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
0.27,0.35,0.48,0.5,0.51,0.77,0.79,0
0.4,0.5,0.48,0.5,0.65,0.82,0.84,0
0.84,0.44,0.48,0.5,0.48,0.71,0.74,0
0.47,0.59,0.48,0.5,0.52,0.76,0.79,0
0.33,0.45,0.48,0.5,0.45,0.88,0.89,0
0.5,0.37,0.48,0.5,0.66,0.64,0.69,0
0.83,0.37,0.48,0.5,0.61,0.71,0.74,0
0.7,0.4,0.48,0.5,0.56,0.86,0.83,0
0.16,0.51,0.48,0.5,0.33,0.39,0.48,0
0.74,0.7,0.48,0.5,0.66,0.65,0.69,0
0.58,0.34,0.48,0.5,0.56,0.87,0.81,0
0.35,0.51,0.48,0.5,0.61,0.71,0.74,0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0
0.46,0.59,0.48,0.5,0.36,0.76,0.23,0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0
0,0.51,0.48,0.5,0.35,0.67,0.44,0
0.69,0.43,0.48,0.5,0.59,0.74,0.77,0
0.75,0.37,0.48,0.5,0.64,0.7,0.74,0
0.67,0.37,0.48,0.5,0.54,0.64,0.68,0
0.77,0.55,0.48,0.5,0.51,0.78,0.74,0
0.76,0.41,0.48,0.5,0.5,0.59,0.62,0
0.84,0.54,0.48,0.5,0.75,0.92,0.7,0
0.86,0.55,0.48,0.5,0.63,0.81,0.83,0
0.78,0.68,0.48,0.5,0.83,0.4,0.29,0
0.6,0.76,1,0.5,0.77,0.59,0.52,0
0.69,0.59,0.48,0.5,0.77,0.39,0.21,0
0.67,0.81,0.48,0.5,0.54,0.49,0.23,0
0.57,0.59,0.48,0.5,0.39,0.47,0.33,0
0.66,0.74,0.48,0.5,0.31,0.38,0.43,0
0.68,0.82,0.48,0.5,0.38,0.65,0.56,0
0.69,0.67,0.48,0.5,0.3,0.39,0.24,0
0.63,0.8,0.48,0.5,0.46,0.31,0.29,0
0.66,0.71,0.48,0.5,0.41,0.5,0.35,0
0.74,0.56,0.48,0.5,0.47,0.68,0.3,0
0.61,0.6,0.48,0.5,0.44,0.39,0.38,0
