1,2,3,4,5,6,7,8,9,x
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0,0,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,1
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,0
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,1
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0,0,1
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0,0.09,0
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,0
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,1
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,0
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,0
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0,0.17,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,0
