1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,27.58,2.04,1,0,0,6,4,2,1,1,3,1,0,1,0,370,561,1
1,47.33,6.5,0,1,0,8,4,1,0,0,0,1,0,1,0,0,229,0
0,68.67,15,0,1,0,10,9,0,1,1,14,0,0,1,0,0,3377,1
1,22.67,0.75,0,1,0,3,4,1.585,0,1,1,1,0,1,0,400,10,0
1,69.17,9,0,1,0,1,1,4,0,1,1,0,0,1,0,70,7,0
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
1,39.25,9.5,0,1,0,7,4,6.5,1,1,14,0,0,1,0,240,4608,1
0,22.5,8.46,1,0,0,14,4,2.46,0,0,0,0,0,1,0,164,1,1
1,34,4.5,0,1,0,6,4,1,1,0,0,1,0,1,0,240,1,0
1,26.25,1.54,0,1,0,9,4,0.125,0,0,0,0,0,1,0,100,1,0
1,62.75,7,0,1,0,10,9,0,0,0,0,0,0,1,0,0,13,0
0,25.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,31.92,4.46,0,1,0,13,8,6.04,1,1,3,0,0,1,0,311,301,1
1,54.42,0.5,1,0,0,4,8,3.96,1,0,0,0,0,1,0,180,315,1
0,23.5,1.5,0,1,0,9,4,0.875,0,0,0,1,0,1,0,160,1,0
1,22.92,3.165,1,0,0,8,4,0.165,0,0,0,0,0,1,0,160,1059,0
1,21.92,0.5,0,1,0,8,4,0.125,0,0,0,0,0,1,0,360,1,0
1,31.83,0.04,1,0,0,7,4,0.04,0,0,0,0,0,1,0,0,1,0
1,60.08,14.5,0,1,0,1,1,18,1,1,15,1,0,1,0,0,1001,1
0,32.33,0.54,0,1,0,13,4,0.04,1,0,0,0,0,1,0,440,11178,1
1,27.25,0.625,0,1,0,6,4,0.455,1,0,0,1,0,1,0,200,1,0
0,18.75,7.5,0,1,0,11,4,2.71,1,1,5,0,0,1,0,184,26727,1
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
1,32.25,0.165,1,0,0,8,8,3.25,1,1,1,1,0,1,0,432,8001,1
0,16.92,0.5,0,1,0,3,4,0.165,0,1,6,1,0,1,0,240,36,0
0,20.42,0.835,0,1,0,11,4,1.585,1,1,1,0,0,1,0,0,1,1
1,32.33,2.5,0,1,0,8,4,1.25,0,0,0,1,0,1,0,280,1,0
1,25.25,1,0,1,0,6,4,0.5,0,0,0,0,0,1,0,200,1,0
1,38.92,1.75,0,1,0,4,4,0.5,0,0,0,1,0,1,0,300,3,0
1,41.58,1.75,0,1,0,4,4,0.21,1,0,0,0,0,1,0,160,1,0
1,28.33,5,0,1,0,9,4,11,1,0,0,1,0,1,0,70,1,1
1,36.08,2.54,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1001,0
1,32.33,7.5,0,1,0,10,5,1.585,1,0,0,1,1,0,0,420,1,0
0,24.92,1.25,0,1,0,1,1,0,1,0,0,0,0,1,0,80,1,0
0,29.75,0.665,0,1,0,9,4,0.25,0,0,0,1,0,1,0,300,1,0
1,32.42,2.165,1,0,0,4,1,0,0,0,0,0,0,1,0,120,1,0
1,27.83,1.5,0,1,0,9,4,2,1,1,11,1,0,1,0,434,36,1
1,32.42,3,0,1,0,2,4,0.165,0,0,0,1,0,1,0,120,1,0
1,21.17,0.875,1,0,0,8,8,0.25,0,0,0,0,0,1,0,280,205,0
1,36.33,2.125,1,0,0,9,4,0.085,1,1,1,0,0,1,0,50,1188,1
1,26.67,2.71,1,0,0,13,4,5.25,1,1,1,0,0,1,0,211,1,1
0,17.92,0.54,0,1,0,8,4,1.75,0,1,1,1,0,1,0,80,6,0
1,23.5,3.165,1,0,0,4,4,0.415,0,1,1,1,0,1,0,280,81,0
0,20.08,1.25,0,1,0,8,4,0,0,0,0,0,0,1,0,0,1,0
1,29.83,2.04,1,0,0,14,8,0.04,0,0,0,0,0,1,0,128,2,0
1,25.08,1.71,0,1,0,14,4,1.665,1,1,1,1,0,1,0,395,21,1
1,38.58,3.335,0,1,0,9,4,4,1,1,14,0,0,1,0,383,1345,1
1,34.75,15,0,1,0,12,7,5.375,1,1,9,1,0,1,0,0,135,1
0,22.67,0.79,0,1,0,3,4,0.085,0,0,0,0,0,1,0,144,1,0
1,31.57,10.5,0,1,0,14,4,6.5,1,0,0,0,0,1,0,0,1,1
1,21.5,9.75,0,1,0,8,4,0.25,1,0,0,0,0,1,0,140,1,0
0,58.67,4.46,0,1,0,11,8,3.04,1,1,6,0,0,1,0,43,561,1
1,49.5,7.585,0,1,0,3,5,7.585,1,1,15,1,0,1,0,0,5001,1
0,24.5,1.04,1,0,0,1,1,0.5,1,1,3,0,0,1,0,180,148,0
1,22.67,1.585,1,0,0,9,4,3.085,1,1,6,0,0,1,0,80,1,1
1,25.67,3.25,0,1,0,8,8,2.29,0,1,1,1,0,1,0,416,22,0
0,27.25,0.29,0,1,0,7,8,0.125,0,1,1,1,0,1,0,272,109,0
0,71.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,34.17,9.17,0,1,0,8,4,4.5,1,1,12,1,0,1,0,0,222,1
1,55.92,11.5,0,1,0,1,1,5,1,1,5,0,0,1,0,0,8852,1
1,20.75,5.085,1,0,0,5,4,0.29,0,0,0,0,0,1,0,140,185,0
1,21.83,11,0,1,0,14,4,0.29,1,1,6,0,0,1,0,121,1,1
1,24.17,0.875,0,1,0,11,4,4.625,1,1,2,1,0,1,0,520,2001,1
1,33.17,3.04,1,0,0,8,8,2.04,1,1,1,1,0,1,0,180,18028,1
1,21.42,0.75,1,0,0,12,7,0.75,0,0,0,1,0,1,0,132,3,0
1,16.17,0.04,0,1,0,8,4,0.04,0,0,0,0,0,1,0,0,1,1
0,22.92,11.585,0,1,0,13,4,0.04,1,0,0,0,0,1,0,80,1350,1
0,18.17,10,1,0,0,11,8,0.165,0,0,0,0,0,1,0,340,1,0
1,29.25,14.79,0,1,0,6,4,5.04,1,1,5,1,0,1,0,168,1,1
0,31.57,3.5,0,1,0,2,4,3,1,0,0,1,0,1,0,300,1,0
1,21.33,7.5,0,1,0,6,4,1.415,1,1,1,0,0,1,0,80,9801,1
1,25,11.25,0,1,0,8,4,2.5,1,1,17,0,0,1,0,200,1209,1
0,18.08,0.375,0,0,1,13,1,10,0,0,0,1,1,0,0,300,1,1
0,21.92,11.665,0,1,0,4,8,0.085,0,0,0,0,0,1,0,320,6,0
1,41.92,0.42,0,1,0,8,8,0.21,1,1,6,0,0,1,0,220,949,1
1,24.42,12.335,0,1,0,11,8,1.585,1,0,0,1,0,1,0,120,1,1
0,29.5,1.085,1,0,0,14,4,1,0,0,0,0,0,1,0,280,14,0
1,24.58,12.5,0,1,0,9,4,0.875,1,0,0,1,0,1,0,260,1,0
1,24.5,13.335,1,0,0,6,4,0.04,0,0,0,1,0,1,0,120,476,0
1,34.25,1.75,0,1,0,9,5,0.25,1,0,0,1,0,1,0,163,1,0
1,56.42,28,1,0,0,8,4,28.5,1,1,40,0,0,1,0,0,16,1
1,26.17,0.835,0,1,0,13,4,1.165,0,0,0,0,0,1,0,100,1,0
1,18.08,5.5,0,1,0,4,4,0.5,1,0,0,0,0,1,0,80,1,1
1,41.75,0.96,0,1,0,14,4,2.5,1,0,0,0,0,1,0,510,601,1
0,24.75,13.665,0,1,0,11,8,1.5,0,0,0,0,0,1,0,280,2,0
1,18.67,5,0,1,0,11,4,0.375,1,1,2,0,0,1,0,0,39,0
1,22.17,0.585,1,0,0,1,1,0,0,0,0,0,0,1,0,100,1,0
1,18.58,10.29,0,1,0,1,1,0.415,0,0,0,0,0,1,0,80,1,0
1,49.58,19,0,1,0,1,1,0,1,1,1,0,0,1,0,94,1,0
1,18.17,2.46,0,1,0,8,7,0.96,0,1,2,1,0,1,0,160,588,0
0,25.17,2.875,0,1,0,14,8,0.875,1,0,0,0,0,1,0,360,1,1
0,26.92,13.5,0,1,0,11,8,5,1,1,2,0,0,1,0,0,5001,1
0,22.5,11,1,0,0,11,4,3,1,0,0,1,0,1,0,268,1,0
1,39.08,6,0,1,0,7,4,1.29,1,1,5,1,0,1,0,108,1098,1
1,40.58,1.5,0,1,0,3,5,0,0,0,0,0,1,0,0,300,1,0
1,15.17,7,0,1,0,10,4,1,0,0,0,0,0,1,0,600,1,0
1,33,2.5,1,0,0,9,4,7,0,0,0,1,0,1,0,280,1,0
1,25.75,0.75,0,1,0,8,5,0.25,1,0,0,0,0,1,0,349,24,1
1,58.58,2.71,0,1,0,8,4,2.415,0,0,0,1,0,1,0,320,1,0
0,30.25,5.5,0,1,0,4,4,5.5,0,0,0,1,1,0,0,100,1,0
0,22.42,5.665,0,1,0,11,4,2.585,1,1,7,0,0,1,0,129,3258,1
0,21.25,2.335,0,1,0,3,5,0.5,1,1,4,0,1,0,0,80,1,1
