1,2,3,4,5,6,7,x
1,0,1.69,3.73,1.65,1.8,3.33,0
2,1,0.74,0.78,1.09,0.79,1.59,0
3,0,0.81,0.86,2.39,0.36,2.06,0
5,0,2.48,4.61,4.16,2.16,6,0
9,1,1.33,2.31,2.53,1.08,3.65,1
11,0,0.69,1.46,1.07,0.64,1.95,1
12,1,1.42,2.79,1.42,1.08,1.22,1
16,1,0.88,1.58,1.06,1.13,1.46,0
47,1,0.78,1.45,0.38,0.58,0.67,0
49,0,0.52,0.79,0.42,0.47,0.53,0
50,1,2.73,2.09,2.24,4.02,2.52,0
57,1,0.3,0.69,1.03,0.22,1.88,0
59,1,0.76,1.25,1.85,1.36,2.17,0
60,0,1.25,1,2.04,0.71,2.22,0
67,1,0.81,0.89,1.33,0.43,2.18,1
68,0,0.39,1.22,0.25,0.46,0.89,1
95,1,1.7,2.18,1.45,1.47,2.2,1
97,0,0.07,0.22,0.02,0.08,0.24,1
99,1,0.71,1.73,0.72,0.99,0.98,1
104,0,0,0.15,0,0.04,0.04,0
105,0,0.44,0.89,0.83,0.38,0.7,0
106,1,0.31,1.15,0.01,0.44,0.66,0
108,1,1.04,1.2,1.27,1.39,1.2,0
109,0,0.05,0.06,0.01,0.23,0.1,0
110,1,0.04,0.2,0.35,0.75,0.2,0
111,0,1.83,2.93,1.8,1.62,3.02,0
112,1,2.24,2.17,4.44,1.05,3.59,0
113,0,2.5,3.99,2.84,2.44,4.48,0
116,1,1.41,2.99,2.58,1.21,3.95,0
117,1,0.74,1.36,2.22,0.61,2.68,0
119,0,0.79,1.43,1.62,1.16,2.87,0
121,1,0.4,0.64,1.03,0.58,1.77,0
123,0,1.53,3.62,1.52,1.62,2.86,1
124,1,0.56,2.88,0.37,1.25,1.74,1
125,1,1.74,3.45,2.14,1,4.39,1
128,0,2.09,5.23,2.12,2.77,4.44,1
130,0,0.66,2.22,0.21,1.41,0.8,0
133,0,0.22,0.62,0.15,0.13,0.42,0
134,1,1.11,1.7,1.32,0.57,1.54,0
135,0,1.76,1.19,2.26,1.04,1.27,0
172,0,0.37,0.65,0.31,0.23,0.83,0
174,1,0.57,1.53,0.3,0.72,1.38,0
176,1,2.47,4.7,3.66,1.84,5.36,0
178,0,0.55,1.13,1.3,0.34,2.45,0
180,1,2.36,1.15,1.84,1.73,2.33,0
181,0,2.35,4.29,4.24,1.67,5.48,0
182,1,2.23,4.3,1.99,1.9,3.67,0
183,1,1.16,3.06,2.44,1.52,4.01,0
184,0,1.63,3.31,2.21,2.36,3.25,0
186,1,6,6.15,9.42,3.6,7.84,0
190,1,1.36,3.43,1.38,1.86,2.91,1
191,0,1.17,1.65,1.22,2.28,1.58,1
192,1,2.37,1.94,2.46,2.47,2.39,1
193,0,0.02,0.08,0.05,0.02,0.09,1
