1,2,3,4,5,6,7,x
3,0,0.81,0.86,2.39,0.36,2.06,0
12,1,1.42,2.79,1.42,1.08,1.22,1
13,0,0.44,1.05,0.24,0.44,0.94,1
16,1,0.88,1.58,1.06,1.13,1.46,0
50,1,2.73,2.09,2.24,4.02,2.52,0
59,1,0.76,1.25,1.85,1.36,2.17,0
60,0,1.25,1,2.04,0.71,2.22,0
61,1,1.08,0.99,1.44,1,1.64,0
64,1,0.54,0.43,0.66,0.73,0.91,1
97,0,0.07,0.22,0.02,0.08,0.24,1
101,1,0.73,1.51,0.18,1.42,0.71,0
102,0,1.79,3.13,1.83,1.82,3.11,0
106,1,0.31,1.15,0.01,0.44,0.66,0
114,1,1.1,1.71,2.05,1.3,4.04,0
116,1,1.41,2.99,2.58,1.21,3.95,0
118,0,1.09,3.56,0.07,2.26,2.08,0
176,1,2.47,4.7,3.66,1.84,5.36,0
179,0,0.24,0.61,0.05,0.38,0.9,0
182,1,2.23,4.3,1.99,1.9,3.67,0
189,0,0.58,1.41,0.96,0.64,1.24,1
193,0,0.02,0.08,0.05,0.02,0.09,1
