1,2,3,4,5,6,7,8,9,x
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,0
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0,0,0
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,1
1.52777,12.64,0,0.67,72.02,0.06,14.4,0,0,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0,0.21,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51709,13,3.47,1.79,72.72,0.66,8.18,0,0,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.52369,13.44,0,1.58,72.22,0.32,12.24,0,0,0
1.51316,13.02,0,3.04,70.48,6.21,6.96,0,0,0
1.51131,13.69,3.2,1.81,72.81,1.76,5.43,1.19,0,0
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0,0
1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,0
1.51719,14.75,0,2,73.02,0,8.53,1.59,0.08,0
1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,0
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
