1,2,3,4,5,6,7,8,9,10,11,12,x
17,0,0,0,0,1,302,140,3449,11,1971,11,1
15,0,0,0,0,1,400,150,3761,10,1971,6,1
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
23,0,0,0,0,1,350,125,3900,17,1980,4,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
34,0,1,0,0,0,108,70,2245,17,1983,26,0
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
24,0,1,0,0,0,107,90,2430,15,1971,1,0
38.1,0,1,0,0,0,89,60,1968,19,1981,26,0
33,0,1,0,0,0,91,53,1795,17,1977,13,0
31,0,1,0,0,0,71,65,1773,19,1972,26,0
18,0,0,0,1,0,250,78,3574,21,1977,11,1
29.9,0,1,0,0,0,98,65,2380,21,1982,11,1
16,0,0,0,1,0,250,100,3278,18,1974,6,1
23,0,1,0,0,0,120,97,2506,15,1973,26,0
26,0,1,0,0,0,97,46,1835,21,1971,29,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
16.5,0,0,0,0,1,351,138,3955,13,1980,16,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
14,0,0,0,0,1,455,225,3086,10,1971,3,1
31.6,0,1,0,0,0,120,74,2635,18,1982,14,0
13,0,0,0,0,1,318,150,3755,14,1977,9,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
14,0,0,0,0,1,340,160,3609,8,1971,21,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
19,0,0,0,1,0,156,108,2930,16,1977,26,0
29,0,1,0,0,0,90,70,1937,14,1977,29,0
13,0,0,0,0,1,360,175,3821,11,1974,0,1
18,0,0,0,1,0,232,100,2945,16,1974,0,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
26,0,1,0,0,0,97,46,1950,21,1974,29,0
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
17.5,0,0,0,0,1,305,145,3880,13,1978,6,1
27,0,1,0,0,0,112,88,2640,19,1983,6,1
29,0,1,0,0,0,98,83,2219,17,1975,1,0
26,0,1,0,0,0,98,90,2265,16,1974,10,0
32.4,0,1,0,0,0,108,75,2350,17,1982,26,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
12,0,0,0,0,1,429,198,4952,12,1974,16,1
25,0,1,0,0,0,116,81,2220,17,1977,19,0
18,0,0,0,1,0,199,97,2774,16,1971,0,1
26,0,1,0,0,0,98,79,2255,18,1977,9,1
16,0,0,0,1,0,250,100,3781,17,1975,6,1
25,0,1,0,0,0,98,80,2126,17,1973,9,1
32.2,0,1,0,0,0,108,75,2265,15,1981,26,0
26.6,0,1,0,0,0,151,84,2635,16,1982,3,1
25,0,1,0,0,0,121,115,2671,14,1976,24,0
18,0,1,0,0,0,121,112,2933,15,1973,28,0
16,0,0,0,0,1,351,149,4335,15,1978,11,1
37.3,0,1,0,0,0,91,69,2130,15,1980,10,0
21,0,0,0,1,0,231,110,3039,15,1976,3,1
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
26,0,1,0,0,0,79,67,1963,16,1975,29,0
23.2,0,1,0,0,0,156,105,2745,17,1979,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
36.1,0,1,0,0,0,98,66,1800,14,1979,11,1
28,0,1,0,0,0,151,90,2678,17,1981,6,1
16,0,0,0,0,1,318,150,4190,13,1977,9,1
13,0,0,0,0,1,302,129,3169,12,1976,11,1
22,0,1,0,0,0,121,98,2945,15,1976,28,0
21,0,1,0,0,0,120,87,2979,20,1973,20,0
29,0,1,0,0,0,97,75,2171,16,1976,26,0
32,0,1,0,0,0,144,96,2665,14,1983,26,0
19.2,0,0,0,0,1,267,125,3605,15,1980,6,1
23,0,1,0,0,0,120,88,2957,17,1976,20,0
27,0,1,0,0,0,151,90,2735,18,1983,22,1
15,0,0,0,0,1,350,165,3693,12,1971,3,1
27.5,0,1,0,0,0,134,95,2560,14,1979,26,0
