1,2,3,4,5,6,7,8,9,x
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51655,13.41,3.39,1.28,72.64,0.52,8.65,0,0,0
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,1
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0,0,0
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,1
1.5159200000000002,12.86,3.52,2.12,72.66,0.69,7.97,0,0,1
1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,1
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,1
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,0
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,1
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0,0.24,0
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,0
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,0
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,1
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,0
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,0
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,1
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,0
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,1
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,1
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,1
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,1
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,1
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,1
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0,0.17,0
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0,0,1
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,1
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,1
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,0
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,0
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,1
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0,0,0
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,1
