1,2,3,4,5,6,7,8,9,x
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0,0.24,0
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,0
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,0
1.51764,12.98,3.54,1.21,73,0.65,8.53,0,0,0
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,0
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0,0,0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,0
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.5190000000000001,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.5230000000000001,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,0
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0,0,1
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,1
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0,0,0
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,0
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.5183799999999998,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0,0
1.51531,14.38,0,2.66,73.1,0.04,9.08,0.64,0,0
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,0
1.51685,14.92,0,1.99,73.06,0,8.4,1.59,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
