1,2,3,4,5,6,7,x
4,1,1.44,2.01,2.96,1.27,4.05,0
6,1,0.84,2.39,2.76,0.87,4.17,0
49,0,0.52,0.79,0.42,0.47,0.53,0
52,0,1.62,2.54,0.94,1.59,1.73,0
54,0,0.63,1.31,0.76,0.71,1.28,0
57,1,0.3,0.69,1.03,0.22,1.88,0
59,1,0.76,1.25,1.85,1.36,2.17,0
60,0,1.25,1,2.04,0.71,2.22,0
62,0,1.11,0.8,1.46,1.48,0.4,0
105,0,0.44,0.89,0.83,0.38,0.7,0
106,1,0.31,1.15,0.01,0.44,0.66,0
111,0,1.83,2.93,1.8,1.62,3.02,0
112,1,2.24,2.17,4.44,1.05,3.59,0
128,0,2.09,5.23,2.12,2.77,4.44,1
129,1,1.59,3.92,1.38,2.11,3.01,0
133,0,0.22,0.62,0.15,0.13,0.42,0
135,0,1.76,1.19,2.26,1.04,1.27,0
179,0,0.24,0.61,0.05,0.38,0.9,0
182,1,2.23,4.3,1.99,1.9,3.67,0
188,1,0.36,0.15,0,0.19,0.06,1
194,1,0.92,2.09,0.61,0.87,1.35,1
