1,2,3,4,5,6,7,8,9,x
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0,0.07,0
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,0
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,1
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,0
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0,0,0
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,1
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,1
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,1
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.5161,13.42,3.4,1.22,72.69,0.59,8.32,0,0,0
1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,1
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,1
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,1
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,1
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,1
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,1
