1,2,3,4,5,6,7,8,9,x
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,0
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,0
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0,0,0
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0,0,0
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0,0,0
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.5217200000000002,13.51,3.86,0.88,71.79,0.23,9.54,0,0.11,0
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.5230000000000001,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,0
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0,0,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0,0,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,1
1.51811,13.33,3.85,1.25,72.78,0.52,8.12,0,0,1
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,1
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,0
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,0
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0,0,0
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,0
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0,0.28,0
1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,0
1.51623,14.2,0,2.79,73.46,0.04,9.04,0.4,0.09,0
1.51727,14.7,0,2.34,73.28,0,8.95,0.66,0,0
1.51609,15.01,0,2.51,73.05,0.05,8.83,0.53,0,0
1.51732,14.95,0,1.8,72.99,0,8.61,1.55,0,0
1.51685,14.92,0,1.99,73.06,0,8.4,1.59,0,0
