1,2,3,4,5,6,7,8,9,x
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,1
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,1
1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,1
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,0
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,0
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0,0,1
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0,0,0
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,1
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0,0,1
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,1
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,0
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,0
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0,0,1
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,1
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
