1,2,3,4,5,6,7,8,9,x
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0,0,0
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,0
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.5159200000000002,12.86,3.52,2.12,72.66,0.69,7.97,0,0,1
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,1
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0,0
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,1
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,1
1.51709,13,3.47,1.79,72.72,0.66,8.18,0,0,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,1
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,0
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0,0,1
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,1
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,1
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
1.519,13.49,3.48,1.35,71.95,0.55,9,0,0,0
