1,2,3,4,5,6,7,x
0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
0.23,0.32,0.48,0.5,0.55,0.25,0.35,1
0.67,0.39,0.48,0.5,0.36,0.38,0.46,1
0.42,0.4,0.48,0.5,0.56,0.18,0.3,1
0.42,0.24,0.48,0.5,0.57,0.27,0.37,1
0.25,0.48,0.48,0.5,0.44,0.17,0.29,1
0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
0.51,0.5,0.48,0.5,0.46,0.32,0.35,1
0.25,0.4,0.48,0.5,0.46,0.44,0.52,1
0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
0.44,0.27,0.48,0.5,0.55,0.52,0.58,1
0.4,0.45,0.48,0.5,0.38,0.22,0,1
0.43,0.37,0.48,0.5,0.53,0.35,0.44,1
0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
0.53,0.38,0.48,0.5,0.44,0.26,0.36,1
0.34,0.33,0.48,0.5,0.38,0.35,0.44,1
0.4,0.29,0.48,0.5,0.42,0.35,0.44,1
0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
0.28,0.38,0.48,0.5,0.5,0.33,0.42,1
0.22,0.36,0.48,0.5,0.35,0.39,0.47,1
0.47,0.47,0.48,0.5,0.22,0.16,0.26,1
0.54,0.47,0.48,0.5,0.28,0.33,0.42,1
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
0.4,0.35,0.48,0.5,0.45,0.33,0.42,1
0.44,0.56,0.48,0.5,0.5,0.46,0.54,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.52,0.57,0.48,0.5,0.42,0.47,0.54,1
0.26,0.26,0.48,0.5,0.34,0.25,0.35,1
0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
0.37,0.5,0.48,0.5,0.42,0.36,0.45,1
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
0.24,0.43,0.48,0.5,0.37,0.28,0.38,1
0.48,0.42,0.48,0.5,0.45,0.25,0.35,1
0.41,0.48,0.48,0.5,0.51,0.44,0.51,1
0.44,0.28,0.48,0.5,0.43,0.27,0.37,1
0.29,0.41,0.48,0.5,0.48,0.38,0.46,1
0.34,0.28,0.48,0.5,0.41,0.35,0.44,1
0.29,0.47,0.48,0.5,0.41,0.23,0.34,1
0.34,0.55,0.48,0.5,0.58,0.31,0.41,1
0.4,0.46,0.48,0.5,0.52,0.49,0.56,1
0.5,0.49,0.48,0.5,0.49,0.46,0.53,1
0.52,0.44,0.48,0.5,0.37,0.36,0.42,1
0.4,0.42,0.48,0.5,0.37,0.27,0.27,1
0.31,0.47,0.48,0.5,0.29,0.28,0.39,1
0.64,0.76,0.48,0.5,0.45,0.35,0.38,1
0.51,0.46,0.48,0.5,0.58,0.31,0.41,1
0.38,0.4,0.48,0.5,0.63,0.25,0.35,1
0.38,0.26,0.48,0.5,0.54,0.16,0.28,1
0.33,0.47,0.48,0.5,0.53,0.18,0.29,1
0.26,0.5,0.48,0.5,0.44,0.32,0.41,1
0.44,0.49,0.48,0.5,0.39,0.38,0.4,1
0.43,0.32,0.48,0.5,0.33,0.45,0.52,1
0.32,0.33,0.48,0.5,0.6,0.06,0.2,1
0.35,0.34,0.48,0.5,0.46,0.3,0.27,1
0.38,0.3,0.48,0.5,0.43,0.29,0.39,1
0.34,0.42,0.48,0.5,0.41,0.34,0.43,1
0.29,0.28,0.48,0.5,0.5,0.42,0.5,1
0.17,0.39,0.48,0.5,0.53,0.3,0.39,1
0.61,0.36,0.48,0.5,0.49,0.35,0.44,1
0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0,0.38,0.48,0.5,0.42,0.48,0.55,1
0.27,0.3,0.48,0.5,0.71,0.28,0.39,1
0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
0.26,0.4,0.48,0.5,0.36,0.26,0.37,1
0.44,0.35,0.48,0.5,0.44,0.52,0.59,1
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
0.44,0.52,0.48,0.5,0.43,0.47,0.54,0
0.34,0.49,0.48,0.5,0.58,0.85,0.8,0
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0
0.46,0.61,0.48,0.5,0.48,0.86,0.87,0
0.27,0.35,0.48,0.5,0.51,0.77,0.79,0
0.12,0.67,0.48,0.5,0.74,0.58,0.63,0
0.73,0.36,0.48,0.5,0.53,0.91,0.92,0
0.84,0.44,0.48,0.5,0.48,0.71,0.74,0
0.48,0.45,0.48,0.5,0.6,0.78,0.8,0
0.48,0.41,0.48,0.5,0.51,0.9,0.88,0
0.5,0.66,0.48,0.5,0.31,0.92,0.92,0
0.72,0.46,0.48,0.5,0.51,0.66,0.7,0
0.47,0.55,0.48,0.5,0.58,0.71,0.75,0
0.64,0.58,0.48,0.5,0.48,0.78,0.73,0
0.33,0.45,0.48,0.5,0.45,0.88,0.89,0
0.71,0.4,0.48,0.5,0.71,0.7,0.74,0
0.66,0.53,0.48,0.5,0.59,0.66,0.66,0
0.83,0.37,0.48,0.5,0.61,0.71,0.74,0
0.34,0.51,0.48,0.5,0.67,0.9,0.9,0
0.6,0.5,1,0.5,0.54,0.77,0.8,0
0.2,0.46,0.48,0.5,0.57,0.78,0.81,0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0
0.12,0.43,0.48,0.5,0.63,0.7,0.74,0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0
0.34,0.67,0.48,0.5,0.52,0.76,0.79,0
0.6,0.46,0.48,0.5,0.45,0.81,0.83,0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0
0.31,0.44,0.48,0.5,0.5,0.79,0.82,0
0.48,0.49,0.48,0.5,0.52,0.77,0.71,0
0.11,0.5,0.48,0.5,0.58,0.72,0.68,0
0.68,0.51,0.48,0.5,0.71,0.75,0.78,0
0.52,0.54,0.48,0.5,0.62,0.76,0.79,0
0.36,0.45,0.48,0.5,0.38,0.79,0.17,0
0.3,0.51,0.48,0.5,0.42,0.61,0.34,0
