1,2,3,4,5,6,7,8,9,x
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,0
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,0
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0,0.07,0
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,0
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0,0,0
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0,0,0
1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,0
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0,0,0
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0,0,0
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0,0.17,0
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,1
1.5184799999999998,13.64,3.87,1.27,71.96,0.54,8.32,0,0.32,1
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,1
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0,0,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0,0.1,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,1
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,1
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,1
1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0,0,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,1
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,1
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,1
1.52777,12.64,0,0.67,72.02,0.06,14.4,0,0,1
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0,0.21,1
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
