1,2,3,4,5,6,7,8,9,10,11,12,x
15,0,0,0,0,1,400,150,3761,10,1971,6,1
23,0,0,0,0,1,350,125,3900,17,1980,4,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
25.4,0,0,1,0,0,183,77,3530,20,1980,15,0
37.7,0,1,0,0,0,89,62,2050,17,1982,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
16,0,0,0,0,1,302,140,4141,14,1975,11,1
16,0,0,0,0,1,304,150,3433,12,1971,0,1
31,0,1,0,0,0,71,65,1773,19,1972,26,0
27,0,1,0,0,0,97,88,2130,15,1971,8,0
26,0,1,0,0,0,97,46,1835,21,1971,29,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
17.5,0,0,0,1,0,250,110,3520,16,1978,6,1
22,0,1,0,0,0,122,86,2395,16,1973,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
14,0,0,0,0,1,340,160,3609,8,1971,21,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
29,0,1,0,0,0,98,83,2219,17,1975,1,0
18,0,0,0,1,0,199,97,2774,16,1971,0,1
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
28,0,1,0,0,0,90,75,2125,15,1975,9,1
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
17,0,0,0,1,0,250,100,3329,16,1972,6,1
18,0,0,0,1,0,250,88,3139,15,1972,11,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
32.2,0,1,0,0,0,108,75,2265,15,1981,26,0
26.6,0,1,0,0,0,151,84,2635,16,1982,3,1
25,0,1,0,0,0,121,115,2671,14,1976,24,0
20,0,1,0,0,0,97,88,2279,19,1974,26,0
21,0,0,0,1,0,231,110,3039,15,1976,3,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
26,0,1,0,0,0,91,70,1955,21,1972,21,1
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
24.3,0,1,0,0,0,151,90,3003,20,1981,0,1
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
23,0,1,0,0,0,97,54,2254,24,1973,29,0
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
29,0,1,0,0,0,68,49,1867,20,1974,10,0
31,0,1,0,0,0,112,85,2575,16,1983,22,1
14,0,0,0,0,1,400,175,4385,12,1973,22,1
20.8,0,0,0,1,0,200,85,3070,17,1979,16,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
21,0,1,0,0,0,140,72,2401,20,1974,6,1
14,0,0,0,0,1,302,137,4042,15,1974,11,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
18,0,0,0,1,0,232,100,3288,16,1972,0,1
20.5,0,0,0,1,0,231,105,3425,17,1978,3,1
25,0,1,0,0,0,104,95,2375,18,1971,24,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
36,0,1,0,0,0,135,84,2370,13,1983,9,1
44.6,0,1,0,0,0,91,67,1850,14,1981,13,0
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
31.5,0,1,0,0,0,89,71,1990,15,1979,29,0
13,0,0,0,0,1,302,140,4294,16,1973,11,1
26,0,1,0,0,0,122,80,2451,17,1975,11,1
31,0,1,0,0,0,91,68,1970,18,1983,14,0
30,0,1,0,0,0,135,84,2385,13,1982,21,1
24,0,1,0,0,0,140,92,2865,16,1983,11,1
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
32,0,1,0,0,0,135,84,2295,12,1983,9,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
13,0,0,0,0,1,400,170,4746,12,1972,11,1
