1,2,3,4,5,6,7,8,9,x
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
1.5175299999999998,12.57,3.47,1.38,73.39,0.6,8.55,0,0.06,0
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,0
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.5190000000000001,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0,0,0
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.5217200000000002,13.51,3.86,0.88,71.79,0.23,9.54,0,0.11,0
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,1
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,1
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,1
1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,1
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0,0,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.51779,13.64,3.65,0.65,73,0.06,8.93,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0,0,0
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,0
1.51321,13,0,3.02,70.7,6.21,6.93,0,0,0
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,0
1.52365,15.79,1.83,1.31,70.43,0.31,8.61,1.68,0,0
1.51617,14.95,0,2.27,73.3,0,8.71,0.67,0,0
1.51623,14.14,0,2.88,72.61,0.08,9.18,1.06,0,0
1.51685,14.92,0,1.99,73.06,0,8.4,1.59,0,0
