1,2,3,4,5,6,7,8,9,10,11,12,x
15,0,0,0,0,1,400,150,3761,10,1971,6,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
37.7,0,1,0,0,0,89,62,2050,17,1982,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
16,0,0,0,0,1,302,140,4141,14,1975,11,1
19.1,0,0,0,1,0,225,90,3381,19,1981,9,1
31.8,0,1,0,0,0,85,65,2020,19,1980,8,0
37.2,0,1,0,0,0,86,65,2019,16,1981,8,0
24,0,0,0,1,0,200,81,3012,18,1977,11,1
15.5,0,0,0,0,1,351,142,4054,14,1980,11,1
31,0,1,0,0,0,71,65,1773,19,1972,26,0
14,0,0,0,0,1,351,148,4657,14,1976,11,1
29.9,0,1,0,0,0,98,65,2380,21,1982,11,1
27,0,1,0,0,0,97,88,2130,15,1971,8,0
16,0,0,0,1,0,250,100,3278,18,1974,6,1
23,0,1,0,0,0,120,97,2506,15,1973,26,0
30,0,1,0,0,0,97,67,1985,16,1978,25,0
16.5,0,0,0,0,1,351,138,3955,13,1980,16,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
22,0,1,0,0,0,122,86,2395,16,1973,11,1
29,0,1,0,0,0,97,78,1940,15,1978,29,0
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
27.2,0,1,0,0,0,141,71,3190,25,1980,20,0
24,0,1,0,0,0,116,75,2158,16,1974,19,0
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
16,0,0,0,0,1,400,230,4278,10,1974,22,1
19,0,0,0,1,0,156,108,2930,16,1977,26,0
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
46.6,0,1,0,0,0,86,65,2110,18,1981,14,0
18.5,0,0,0,1,0,250,98,3525,19,1978,11,1
26,0,1,0,0,0,97,46,1950,21,1974,29,0
20,0,0,0,1,0,198,95,3102,17,1975,21,1
27,0,1,0,0,0,112,88,2640,19,1983,6,1
24,0,1,0,0,0,119,97,2545,17,1976,8,0
29,0,1,0,0,0,98,83,2219,17,1975,1,0
38,0,0,0,1,0,262,85,3015,17,1983,18,1
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
26,0,1,0,0,0,98,90,2265,16,1974,10,0
32.4,0,1,0,0,0,108,75,2350,17,1982,26,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
35,0,1,0,0,0,72,69,1613,18,1972,8,0
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
28,0,1,0,0,0,90,75,2125,15,1975,9,1
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
13,0,0,0,0,1,350,175,4100,13,1974,3,1
18.2,0,0,0,0,1,318,135,3830,15,1980,9,1
16,0,0,0,1,0,250,100,3781,17,1975,6,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
12,0,0,0,0,1,400,167,4906,13,1974,11,1
25,0,1,0,0,0,98,80,2126,17,1973,9,1
43.4,0,1,0,0,0,90,48,2335,24,1981,29,0
30,0,1,0,0,0,88,76,2065,15,1972,10,0
20,0,1,0,0,0,97,88,2279,19,1974,26,0
33,0,1,0,0,0,91,53,1795,18,1976,13,0
37.3,0,1,0,0,0,91,69,2130,15,1980,10,0
18,0,0,0,1,0,225,95,3785,19,1976,21,1
24.5,0,1,0,0,0,151,88,2740,16,1978,22,1
21,0,0,0,1,0,231,110,3039,15,1976,3,1
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
13,0,0,0,0,1,360,170,4654,13,1974,21,1
30.9,0,1,0,0,0,105,75,2230,15,1979,9,1
36.1,0,1,0,0,0,98,66,1800,14,1979,11,1
28,0,1,0,0,0,151,90,2678,17,1981,6,1
12,0,0,0,0,1,455,225,4951,11,1974,3,1
15,0,0,0,0,1,350,145,4440,14,1976,6,1
16,0,0,0,0,1,318,150,4190,13,1977,9,1
13,0,0,0,0,1,302,129,3169,12,1976,11,1
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
32,0,1,0,0,0,144,96,2665,14,1983,26,0
19.2,0,0,0,0,1,267,125,3605,15,1980,6,1
23,0,1,0,0,0,120,88,2957,17,1976,20,0
15,0,0,0,0,1,350,165,3693,12,1971,3,1
15,0,0,0,1,0,250,72,3158,20,1976,11,1
