1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,69.17,9,0,1,0,1,1,4,0,1,1,0,0,1,0,70,7,0
1,31.58,0.75,1,0,0,6,4,3.5,0,0,0,1,0,1,0,320,1,0
1,52.42,1.5,0,1,0,2,4,3.75,0,0,0,1,0,1,0,0,351,0
1,30.17,1.085,1,0,0,8,4,0.04,0,0,0,0,0,1,0,170,180,0
0,18.92,9,0,1,0,6,4,0.75,1,1,2,0,0,1,0,88,592,1
1,60.08,14.5,0,1,0,1,1,18,1,1,15,1,0,1,0,0,1001,1
1,26.67,1.75,1,0,0,8,4,1,1,1,5,1,0,1,0,160,5778,1
0,21.75,1.75,1,0,0,5,3,0,0,0,0,0,0,1,0,160,1,0
0,49,1.5,0,1,0,5,3,0,1,0,0,1,0,1,0,100,28,0
1,32.25,0.165,1,0,0,8,8,3.25,1,1,1,1,0,1,0,432,8001,1
0,18.58,10,0,1,0,2,4,0.415,0,0,0,0,0,1,0,80,43,0
1,32.33,2.5,0,1,0,8,4,1.25,0,0,0,1,0,1,0,280,1,0
1,41.58,1.75,0,1,0,4,4,0.21,1,0,0,0,0,1,0,160,1,0
1,28.33,5,0,1,0,9,4,11,1,0,0,1,0,1,0,70,1,1
1,31.57,0.625,0,1,0,4,4,0.25,0,0,0,0,0,1,0,380,2011,0
0,29.75,0.665,0,1,0,9,4,0.25,0,0,0,1,0,1,0,300,1,0
1,59.67,1.54,0,1,0,11,4,0.125,1,0,0,1,0,1,0,260,1,1
1,54.58,9.415,0,1,0,1,1,14.415,1,1,11,1,0,1,0,30,301,1
0,38.92,1.665,0,1,0,6,4,0.25,0,0,0,0,0,1,0,0,391,0
0,17.92,0.54,0,1,0,8,4,1.75,0,1,1,1,0,1,0,80,6,0
1,23.5,3.165,1,0,0,4,4,0.415,0,1,1,1,0,1,0,280,81,0
1,45.17,1.5,0,1,0,8,4,2.5,1,0,0,1,0,1,0,140,1,0
0,23.25,5.875,0,1,0,11,4,3.17,1,1,10,0,0,1,0,120,246,1
0,28.67,1.04,0,1,0,8,4,2.5,1,1,5,1,0,1,0,300,1431,1
1,25.75,0.5,0,1,0,8,4,1.46,1,1,5,1,0,1,0,312,1,1
1,23.25,12.625,0,1,0,8,4,0.125,0,1,2,0,0,1,0,0,5553,0
1,40.92,0.835,0,1,0,1,1,0,1,0,0,0,0,1,0,130,2,0
1,21.83,11,0,1,0,14,4,0.29,1,1,6,0,0,1,0,121,1,1
1,35.17,2.5,0,1,0,4,4,4.5,1,1,7,0,0,1,0,150,1271,1
1,33.17,3.04,1,0,0,8,8,2.04,1,1,1,1,0,1,0,180,18028,1
1,16.17,0.04,0,1,0,8,4,0.04,0,0,0,0,0,1,0,0,1,1
1,48.75,8.5,0,1,0,8,8,12.5,1,1,9,0,0,1,0,181,1656,1
1,22.08,0.83,0,1,0,8,8,2.165,0,0,0,1,0,1,0,128,1,1
1,19.17,4,1,0,0,3,4,1,0,0,0,1,0,1,0,360,1001,0
0,21.08,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1,22.92,0.17,0,1,0,7,4,0.085,0,0,0,0,1,0,0,0,1,0
1,41.75,0.96,0,1,0,14,4,2.5,1,0,0,0,0,1,0,510,601,1
0,33.08,1.625,0,1,0,2,4,0.54,0,0,0,1,0,1,0,0,1,0
0,26.92,13.5,0,1,0,11,8,5,1,1,2,0,0,1,0,0,5001,1
1,19.5,9.585,0,1,0,6,4,0.79,0,0,0,0,0,1,0,80,351,0
1,39.08,6,0,1,0,7,4,1.29,1,1,5,1,0,1,0,108,1098,1
1,40.58,1.5,0,1,0,3,5,0,0,0,0,0,1,0,0,300,1,0
1,25.75,0.75,0,1,0,8,5,0.25,1,0,0,0,0,1,0,349,24,1
1,33.75,2.75,0,1,0,3,5,0,0,0,0,0,0,1,0,180,1,0
1,28.25,5.04,1,0,0,8,5,1.5,1,1,8,1,0,1,0,144,8,1
1,40.25,21.5,0,1,0,10,9,20,1,1,11,0,0,1,0,0,1201,1
1,27,0.75,0,1,0,8,8,4.25,1,1,3,1,0,1,0,312,151,1
1,31,2.085,0,1,0,8,4,0.085,0,0,0,0,0,1,0,300,1,0
1,37.42,2.04,0,1,0,9,4,0.04,1,0,0,1,0,1,0,400,5801,1
1,23.42,0.585,0,1,0,8,8,0.085,1,0,0,0,0,1,0,180,1,0
1,20.42,1.835,0,1,0,8,4,2.25,1,1,1,0,0,1,0,100,151,1
0,29.5,0.46,0,1,0,4,4,0.54,1,1,4,0,0,1,0,380,501,1
1,21.25,1.5,0,1,0,9,4,1.5,0,0,0,0,0,1,0,150,9,1
1,20.5,10,1,0,0,8,4,2.5,1,0,0,0,1,0,0,40,1,1
0,22.58,10.75,0,1,0,11,4,0.415,1,1,5,1,0,1,0,0,561,1
