1,2,3,4,5,6,7,8,9,x
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0,0.07,0
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,0
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0,0.16,0
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,1
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,1
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,1
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,1
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0,0,1
1.51646,13.04,3.4,1.26,73.01,0.52,8.58,0,0,0
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,1
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,1
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,1
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0,0,1
1.51674,12.87,3.56,1.64,73.14,0.65,7.99,0,0,1
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,0
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.52101,13.64,4.49,1.1,71.78,0.06,8.75,0,0,0
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,0
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
