1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,47.33,6.5,0,1,0,8,4,1,0,0,0,1,0,1,0,0,229,0
1,22.67,0.75,0,1,0,3,4,1.585,0,1,1,1,0,1,0,400,10,0
1,69.17,9,0,1,0,1,1,4,0,1,1,0,0,1,0,70,7,0
0,23.58,11.5,1,0,0,4,8,3,0,0,0,1,0,1,0,20,17,0
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
1,31.58,0.75,1,0,0,6,4,3.5,0,0,0,1,0,1,0,320,1,0
0,47.25,0.75,0,1,0,11,8,2.75,1,1,1,0,0,1,0,333,893,1
1,39.25,9.5,0,1,0,7,4,6.5,1,1,14,0,0,1,0,240,4608,1
0,22.5,8.46,1,0,0,14,4,2.46,0,0,0,0,0,1,0,164,1,1
1,34,4.5,0,1,0,6,4,1,1,0,0,1,0,1,0,240,1,0
1,26.25,1.54,0,1,0,9,4,0.125,0,0,0,0,0,1,0,100,1,0
1,39.92,0.54,1,0,0,6,4,0.5,1,1,3,0,0,1,0,200,1001,1
1,44,2,0,1,0,7,4,1.75,1,1,2,1,0,1,0,0,16,1
0,23.5,1.5,0,1,0,9,4,0.875,0,0,0,1,0,1,0,160,1,0
1,29.58,4.5,0,1,0,9,4,7.5,1,1,2,1,0,1,0,330,1,1
1,21.92,0.5,0,1,0,8,4,0.125,0,0,0,0,0,1,0,360,1,0
1,17.08,3.29,0,1,0,3,4,0.335,0,0,0,1,0,1,0,140,3,0
1,31.83,0.04,1,0,0,7,4,0.04,0,0,0,0,0,1,0,0,1,0
1,30.17,1.085,1,0,0,8,4,0.04,0,0,0,0,0,1,0,170,180,0
1,60.08,14.5,0,1,0,1,1,18,1,1,15,1,0,1,0,0,1001,1
1,36.75,0.125,1,0,0,8,4,1.5,0,0,0,1,0,1,0,232,114,1
0,21.75,1.75,1,0,0,5,3,0,0,0,0,0,0,1,0,160,1,0
1,27.25,0.625,0,1,0,6,4,0.455,1,0,0,1,0,1,0,200,1,0
1,32.25,14,1,0,0,1,1,0,0,1,2,0,0,1,0,160,2,0
0,49,1.5,0,1,0,5,3,0,1,0,0,1,0,1,0,100,28,0
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
1,38.17,10.125,0,1,0,14,4,2.5,1,1,6,0,0,1,0,520,197,1
0,20.42,0.835,0,1,0,11,4,1.585,1,1,1,0,0,1,0,0,1,1
1,20,7,0,1,0,8,4,0.5,0,0,0,0,0,1,0,0,1,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,25.25,1,0,1,0,6,4,0.5,0,0,0,0,0,1,0,200,1,0
1,22.33,11,0,1,0,9,4,2,1,1,1,0,0,1,0,80,279,1
1,26.92,2.25,0,1,0,3,5,0.5,0,0,0,1,0,1,0,640,4001,0
1,34.17,1.54,0,1,0,13,4,1.54,1,1,1,1,0,1,0,520,50001,1
1,28.33,5,0,1,0,9,4,11,1,0,0,1,0,1,0,70,1,1
1,36.08,2.54,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1001,0
1,31.57,0.625,0,1,0,4,4,0.25,0,0,0,0,0,1,0,380,2011,0
0,29.75,0.665,0,1,0,9,4,0.25,0,0,0,1,0,1,0,300,1,0
1,32.42,2.165,1,0,0,4,1,0,0,0,0,0,0,1,0,120,1,0
1,27.83,1.5,0,1,0,9,4,2,1,1,11,1,0,1,0,434,36,1
1,76.75,22.29,0,1,0,10,9,12.75,1,1,1,1,0,1,0,0,110,1
1,30.08,1.04,1,0,0,3,5,0.5,1,1,10,1,0,1,0,132,29,0
1,54.58,9.415,0,1,0,1,1,14.415,1,1,11,1,0,1,0,30,301,1
1,41.17,1.335,0,1,0,2,4,0.165,0,0,0,0,0,1,0,168,1,0
0,22.83,2.29,0,1,0,11,8,2.29,1,1,7,1,0,1,0,140,2385,1
1,26.67,2.71,1,0,0,13,4,5.25,1,1,1,0,0,1,0,211,1,1
0,30.58,10.665,0,1,0,11,8,0.085,0,1,12,1,0,1,0,129,4,0
1,23.5,3.165,1,0,0,4,4,0.415,0,1,1,1,0,1,0,280,81,0
0,20.08,1.25,0,1,0,8,4,0,0,0,0,0,0,1,0,0,1,0
1,29.83,2.04,1,0,0,14,8,0.04,0,0,0,0,0,1,0,128,2,0
1,25.08,1.71,0,1,0,14,4,1.665,1,1,1,1,0,1,0,395,21,1
1,34.17,5.25,0,1,0,9,4,0.085,0,0,0,1,0,1,0,290,7,1
1,38.58,3.335,0,1,0,9,4,4,1,1,14,0,0,1,0,383,1345,1
1,34.75,15,0,1,0,12,7,5.375,1,1,9,1,0,1,0,0,135,1
0,22.67,0.79,0,1,0,3,4,0.085,0,0,0,0,0,1,0,144,1,0
1,21.5,9.75,0,1,0,8,4,0.25,1,0,0,0,0,1,0,140,1,0
0,58.67,4.46,0,1,0,11,8,3.04,1,1,6,0,0,1,0,43,561,1
1,49.5,7.585,0,1,0,3,5,7.585,1,1,15,1,0,1,0,0,5001,1
0,28.67,1.04,0,1,0,8,4,2.5,1,1,5,1,0,1,0,300,1431,1
1,34.67,1.08,0,1,0,7,4,1.165,0,0,0,0,1,0,0,28,1,0
1,41.5,1.54,0,1,0,3,5,3.5,0,0,0,0,0,1,0,216,1,1
1,22.67,1.585,1,0,0,9,4,3.085,1,1,6,0,0,1,0,80,1,1
0,71.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,34.17,9.17,0,1,0,8,4,4.5,1,1,12,1,0,1,0,0,222,1
0,32.17,1.46,0,1,0,9,4,1.085,1,1,16,0,0,1,0,120,2080,1
0,36.75,5.125,0,1,0,10,4,5,1,0,0,1,0,1,0,0,4001,1
1,23.25,12.625,0,1,0,8,4,0.125,0,1,2,0,0,1,0,0,5553,0
1,28.17,0.125,1,0,0,4,4,0.085,0,0,0,0,0,1,0,216,2101,0
1,55.92,11.5,0,1,0,1,1,5,1,1,5,0,0,1,0,0,8852,1
1,42.83,4.625,0,1,0,11,4,4.58,1,0,0,0,1,0,0,0,1,1
1,24.17,0.875,0,1,0,11,4,4.625,1,1,2,1,0,1,0,520,2001,1
0,20.75,10.335,0,1,0,13,8,0.335,1,1,1,1,0,1,0,80,51,1
0,19.75,0.75,0,1,0,8,4,0.795,1,1,5,1,0,1,0,140,6,0
1,22.08,0.83,0,1,0,8,8,2.165,0,0,0,1,0,1,0,128,1,1
0,31.57,3.5,0,1,0,2,4,3,1,0,0,1,0,1,0,300,1,0
0,18.08,0.375,0,0,1,13,1,10,0,0,0,1,1,0,0,300,1,1
