1,2,3,4,5,6,7,8,9,10,11,12,x
14,0,0,0,0,1,350,165,4209,12,1972,6,1
17,0,0,0,0,1,302,140,3449,11,1971,11,1
15,0,0,0,0,1,400,150,3761,10,1971,6,1
15.5,0,0,0,0,1,351,142,4054,14,1980,11,1
16,0,0,0,1,0,250,100,3278,18,1974,6,1
30,0,1,0,0,0,97,67,1985,16,1978,25,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
16.5,0,0,0,0,1,351,138,3955,13,1980,16,1
16,0,0,0,1,0,250,105,3897,19,1976,6,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
27.2,0,1,0,0,0,141,71,3190,25,1980,20,0
32.7,0,0,0,1,0,168,132,2910,11,1981,8,0
26,0,1,0,0,0,97,46,1950,21,1974,29,0
32,0,1,0,0,0,91,67,1965,16,1983,13,0
22.5,0,0,0,1,0,232,90,3085,18,1977,0,1
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
28,0,1,0,0,0,90,75,2125,15,1975,9,1
12,0,0,0,0,1,350,180,4499,13,1974,18,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
12,0,0,0,0,1,400,167,4906,13,1974,11,1
25,0,1,0,0,0,121,115,2671,14,1976,24,0
24.5,0,1,0,0,0,151,88,2740,16,1978,22,1
26,0,1,0,0,0,79,67,1963,16,1975,29,0
16,0,0,0,0,1,400,170,4668,12,1976,22,1
23.2,0,1,0,0,0,156,105,2745,17,1979,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
29,0,1,0,0,0,97,75,2171,16,1976,26,0
23,0,1,0,0,0,120,88,2957,17,1976,20,0
31.3,0,1,0,0,0,120,75,2542,18,1981,14,0
18,1,0,0,0,0,70,90,2124,14,1974,14,0
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
23,0,0,0,1,0,198,95,2904,16,1974,21,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
14,0,0,0,0,1,400,175,4385,12,1973,22,1
18,0,0,0,0,1,318,150,3436,11,1971,21,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
26,0,1,0,0,0,116,75,2246,14,1975,10,0
22,0,0,0,1,0,225,100,3233,15,1977,21,1
14,0,0,0,0,1,318,150,4457,14,1975,9,1
21,0,0,0,1,0,200,85,2587,16,1971,11,1
28,0,1,0,0,0,120,79,2625,19,1983,11,1
23,0,1,0,0,0,122,86,2220,14,1972,16,1
16,0,0,0,0,1,400,180,4220,11,1978,22,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
15,0,0,0,0,1,318,150,3399,11,1974,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
24,0,1,0,0,0,121,110,2660,14,1974,24,0
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
23.5,0,0,0,1,0,173,110,2725,13,1982,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
22,0,0,0,1,0,232,112,2835,15,1983,11,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
37,0,1,0,0,0,91,68,2025,18,1983,14,0
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
21.5,0,0,0,1,0,231,115,3245,15,1980,22,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
23.9,0,1,0,0,0,119,97,2405,15,1979,8,0
23.7,1,0,0,0,0,70,100,2420,13,1981,14,0
29.8,0,1,0,0,0,89,62,1845,15,1981,29,0
36,0,1,0,0,0,107,75,2205,15,1983,13,0
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,0,0,1,0,225,95,3264,16,1976,21,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
30,0,1,0,0,0,146,67,3250,22,1981,15,0
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
18.5,0,0,0,0,1,360,150,3940,13,1980,7,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
13,0,0,0,0,1,400,170,4746,12,1972,11,1
25,0,1,0,0,0,113,95,2228,14,1972,26,0
11,0,0,0,0,1,318,210,4382,14,1971,9,1
