1,2,3,4,5,6,7,8,9,x
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51662,12.85,3.51,1.44,73.01,0.68,8.23,0.06,0.25,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51818,13.72,0,0.56,74.45,0,10.99,0,0,1
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,1
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,1
1.52475,11.45,0,1.88,72.19,0.81,13.24,0,0.34,1
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0,0.17,0
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,0
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,1
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,1
