1,2,3,4,5,6,7,8,9,x
1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0,0,0
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,0
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.51747,12.84,3.5,1.14,73.27,0.56,8.55,0,0,0
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.5190000000000001,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0,0,0
1.5184799999999998,13.64,3.87,1.27,71.96,0.54,8.32,0,0.32,1
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,1
1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0,0,1
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,1
1.5159200000000002,12.86,3.52,2.12,72.66,0.69,7.97,0,0,1
1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0,0,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0,0.22,1
1.5174299999999998,12.2,3.25,1.16,73.55,0.62,8.9,0,0.24,1
1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0,0.2,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0,0.21,1
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0,0,1
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,1
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,1
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,1
1.51851,13.2,3.63,1.07,72.83,0.57,8.41,0.09,0.17,1
1.5167,13.24,3.57,1.38,72.7,0.56,8.44,0,0.1,0
1.52127,14.32,3.9,0.83,71.5,0,9.49,0,0,0
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0,0,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,0
1.51683,14.56,0,1.98,73.29,0,8.52,1.57,0.07,0
1.51545,14.14,0,2.68,73.39,0.08,9.07,0.61,0.05,0
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
