1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,x
13,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,94.5,165.3,63.8,54.5,1938,0,0,0,1,0,0,0,0,0,1,0,0,0,0,97,0,1,0,0,0,0,0,0,11,21,9.4,43,12,31,37,124,0
26,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3197,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,32,29,21,57,0,28,33,28,1
51,8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,104.9,175,66.1,54.4,2700,0,0,0,1,0,0,0,0,0,1,0,0,0,0,134,0,0,0,1,0,0,0,0,21,32,22,45,1,31,39,67,1
48,20,1,0,0,1,0,0,0,0,1,0,0,1,0,0,97.3,171.7,65.5,55.7,2212,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,9,51,13,27,34,156,0
27,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,99.4,176.6,66.4,54.3,2824,0,0,0,1,0,0,0,0,1,0,0,0,0,0,136,0,0,0,0,0,1,0,0,13,24,8,8,16,18,22,61,0
51,6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,94.5,155.9,63.6,52,1874,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,7,13,9.6,44,15,38,43,186,0
26,13,0,1,0,1,0,0,0,0,1,0,0,0,1,0,107.9,186.7,68.4,56.7,3252,0,0,1,0,0,0,0,0,0,1,0,0,0,0,152,0,0,0,1,0,0,0,0,32,29,21,57,0,28,33,64,1
6,12,1,0,0,1,0,0,0,0,0,1,0,1,0,0,100.4,184.6,66.5,56.1,3296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,181,0,0,0,0,0,1,0,0,21,20,9,19,12,17,22,37,1
40,19,1,0,0,1,0,0,0,0,0,1,1,0,0,0,95.7,169.7,63.6,59.1,2290,0,0,0,1,0,0,0,0,0,1,0,0,0,0,92,0,1,0,0,0,0,0,0,8,9,9,40,8,27,32,148,1
42,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,96.5,175.4,65.2,54.1,2465,0,0,0,1,0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,1,0,0,11,31,9,1,19,24,28,26,1
48,20,1,0,0,1,0,0,0,0,1,0,0,1,0,0,97.3,171.7,65.5,55.7,2275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,1,0,0,13,24,9,51,13,27,34,161,0
31,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,101.2,176.8,64.8,54.3,2395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,1,0,0,24,6,8.8,1,19,23,29,49,0
51,11,1,1,0,0,1,0,0,1,0,0,0,1,0,0,95.9,173.2,66.3,50.2,2833,0,0,0,1,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,0,0,1,0,26,33,7,18,10,19,24,23,0
10,4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,93.7,157.3,63.8,50.8,1876,0,0,0,1,0,0,0,0,0,1,0,0,0,0,90,0,1,0,0,0,0,0,0,4,19,9.41,42,16,37,41,107,0
