1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,31.58,0.75,1,0,0,6,4,3.5,0,0,0,1,0,1,0,320,1,0
0,47.25,0.75,0,1,0,11,8,2.75,1,1,1,0,0,1,0,333,893,1
1,34,4.5,0,1,0,6,4,1,1,0,0,1,0,1,0,240,1,0
1,39.92,0.54,1,0,0,6,4,0.5,1,1,3,0,0,1,0,200,1001,1
1,44,2,0,1,0,7,4,1.75,1,1,2,1,0,1,0,0,16,1
0,23.5,1.5,0,1,0,9,4,0.875,0,0,0,1,0,1,0,160,1,0
1,31.83,0.04,1,0,0,7,4,0.04,0,0,0,0,0,1,0,0,1,0
1,30.17,1.085,1,0,0,8,4,0.04,0,0,0,0,0,1,0,170,180,0
1,32.25,14,1,0,0,1,1,0,0,1,2,0,0,1,0,160,2,0
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
1,38.17,10.125,0,1,0,14,4,2.5,1,1,6,0,0,1,0,520,197,1
1,20,7,0,1,0,8,4,0.5,0,0,0,0,0,1,0,0,1,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,25.25,1,0,1,0,6,4,0.5,0,0,0,0,0,1,0,200,1,0
1,22.33,11,0,1,0,9,4,2,1,1,1,0,0,1,0,80,279,1
1,31.57,0.625,0,1,0,4,4,0.25,0,0,0,0,0,1,0,380,2011,0
1,32.42,2.165,1,0,0,4,1,0,0,0,0,0,0,1,0,120,1,0
1,27.83,1.5,0,1,0,9,4,2,1,1,11,1,0,1,0,434,36,1
0,30.58,10.665,0,1,0,11,8,0.085,0,1,12,1,0,1,0,129,4,0
0,20.08,1.25,0,1,0,8,4,0,0,0,0,0,0,1,0,0,1,0
1,25.08,1.71,0,1,0,14,4,1.665,1,1,1,1,0,1,0,395,21,1
1,34.75,15,0,1,0,12,7,5.375,1,1,9,1,0,1,0,0,135,1
0,22.67,0.79,0,1,0,3,4,0.085,0,0,0,0,0,1,0,144,1,0
