1,2,3,4,5,6,7,8,9,x
1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0,0,0
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0,0,0
1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,0
1.51783,12.69,3.54,1.34,72.95,0.57,8.75,0,0,0
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0,0,0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0,0,0
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,0
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0,0,0
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,1
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0,0,1
1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0,0.19,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.52777,12.64,0,0.67,72.02,0.06,14.4,0,0,1
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,1
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.52127,14.32,3.9,0.83,71.5,0,9.49,0,0,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,0
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.52369,13.44,0,1.58,72.22,0.32,12.24,0,0,0
1.51653,11.95,0,1.19,75.18,2.7,8.93,0,0,0
1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,0
1.51645,14.94,0,1.87,73.11,0,8.67,1.38,0,0
1.51623,14.14,0,2.88,72.61,0.08,9.18,1.06,0,0
1.51651,14.38,0,1.94,73.61,0,8.48,1.57,0,0
