1,2,3,4,5,6,7,x
1,0,1.69,3.73,1.65,1.8,3.33,0
3,0,0.81,0.86,2.39,0.36,2.06,0
9,1,1.33,2.31,2.53,1.08,3.65,1
12,1,1.42,2.79,1.42,1.08,1.22,1
13,0,0.44,1.05,0.24,0.44,0.94,1
16,1,0.88,1.58,1.06,1.13,1.46,0
49,0,0.52,0.79,0.42,0.47,0.53,0
50,1,2.73,2.09,2.24,4.02,2.52,0
54,0,0.63,1.31,0.76,0.71,1.28,0
58,0,0.88,1.32,1.87,0.58,2.97,0
59,1,0.76,1.25,1.85,1.36,2.17,0
60,0,1.25,1,2.04,0.71,2.22,0
61,1,1.08,0.99,1.44,1,1.64,0
62,0,1.11,0.8,1.46,1.48,0.4,0
64,1,0.54,0.43,0.66,0.73,0.91,1
65,0,0.39,0.44,0.49,0.55,0.51,1
66,1,2.53,3.18,3.27,2.68,3.6,1
68,0,0.39,1.22,0.25,0.46,0.89,1
69,0,0.86,1.24,0.69,0.49,0.69,0
70,1,2.16,2.29,2.12,0.95,1.82,0
96,0,1.22,2,2.13,1.13,2.33,1
97,0,0.07,0.22,0.02,0.08,0.24,1
98,1,0.49,1.07,0.36,0.87,0.57,1
99,1,0.71,1.73,0.72,0.99,0.98,1
100,0,1.67,3.46,1.02,1.89,2.47,1
101,1,0.73,1.51,0.18,1.42,0.71,0
102,0,1.79,3.13,1.83,1.82,3.11,0
104,0,0,0.15,0,0.04,0.04,0
106,1,0.31,1.15,0.01,0.44,0.66,0
108,1,1.04,1.2,1.27,1.39,1.2,0
112,1,2.24,2.17,4.44,1.05,3.59,0
113,0,2.5,3.99,2.84,2.44,4.48,0
114,1,1.1,1.71,2.05,1.3,4.04,0
115,0,1.83,3.87,3.01,1.66,4.56,0
116,1,1.41,2.99,2.58,1.21,3.95,0
117,1,0.74,1.36,2.22,0.61,2.68,0
118,0,1.09,3.56,0.07,2.26,2.08,0
122,0,0.76,1.83,1.5,0.41,2.56,0
124,1,0.56,2.88,0.37,1.25,1.74,1
129,1,1.59,3.92,1.38,2.11,3.01,0
131,1,0.68,0.42,0.48,0.59,0.68,0
133,0,0.22,0.62,0.15,0.13,0.42,0
134,1,1.11,1.7,1.32,0.57,1.54,0
135,0,1.76,1.19,2.26,1.04,1.27,0
136,1,5.12,5.25,5.95,3.97,5.37,0
173,0,4.97,3.03,1.44,3.14,0.86,0
176,1,2.47,4.7,3.66,1.84,5.36,0
179,0,0.24,0.61,0.05,0.38,0.9,0
182,1,2.23,4.3,1.99,1.9,3.67,0
185,0,1.08,3.17,0.8,2.25,2.79,0
189,0,0.58,1.41,0.96,0.64,1.24,1
190,1,1.36,3.43,1.38,1.86,2.91,1
192,1,2.37,1.94,2.46,2.47,2.39,1
193,0,0.02,0.08,0.05,0.02,0.09,1
