1,2,3,4,5,6,7,8,9,10,11,12,x
17,0,0,0,0,1,302,140,3449,11,1971,11,1
15,0,0,0,0,1,400,150,3761,10,1971,6,1
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
25.4,0,0,1,0,0,183,77,3530,20,1980,15,0
34,0,1,0,0,0,108,70,2245,17,1983,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
11,0,0,0,0,1,350,180,3664,11,1974,18,1
19.1,0,0,0,1,0,225,90,3381,19,1981,9,1
24,0,1,0,0,0,107,90,2430,15,1971,1,0
37.2,0,1,0,0,0,86,65,2019,16,1981,8,0
24,0,0,0,1,0,200,81,3012,18,1977,11,1
33,0,1,0,0,0,91,53,1795,17,1977,13,0
23,0,1,0,0,0,120,97,2506,15,1973,26,0
30,0,1,0,0,0,97,67,1985,16,1978,25,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
14,0,0,0,0,1,455,225,3086,10,1971,3,1
31.6,0,1,0,0,0,120,74,2635,18,1982,14,0
29,0,1,0,0,0,97,78,1940,15,1978,29,0
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
27.2,0,1,0,0,0,141,71,3190,25,1980,20,0
14,0,0,0,0,1,340,160,3609,8,1971,21,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
19,0,0,0,1,0,156,108,2930,16,1977,26,0
13,0,0,0,0,1,360,175,3821,11,1974,0,1
18,0,0,0,1,0,232,100,2945,16,1974,0,1
32.7,0,0,0,1,0,168,132,2910,11,1981,8,0
46.6,0,1,0,0,0,86,65,2110,18,1981,14,0
26,0,1,0,0,0,97,46,1950,21,1974,29,0
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
17.5,0,0,0,0,1,305,145,3880,13,1978,6,1
20,0,0,0,1,0,198,95,3102,17,1975,21,1
32.4,0,1,0,0,0,108,75,2350,17,1982,26,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
19.2,0,0,0,0,1,305,145,3425,13,1979,6,1
23,0,1,0,0,0,115,95,2694,15,1976,1,0
25,0,1,0,0,0,116,81,2220,17,1977,19,0
28,0,1,0,0,0,90,75,2125,15,1975,9,1
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
12,0,0,0,0,1,350,180,4499,13,1974,18,1
18,0,0,0,1,0,250,88,3139,15,1972,11,1
16,0,0,0,1,0,250,100,3781,17,1975,6,1
34.2,0,1,0,0,0,105,70,2200,13,1980,21,1
32.2,0,1,0,0,0,108,75,2265,15,1981,26,0
43.4,0,1,0,0,0,90,48,2335,24,1981,29,0
30,0,1,0,0,0,88,76,2065,15,1972,10,0
25,0,1,0,0,0,121,115,2671,14,1976,24,0
20,0,1,0,0,0,97,88,2279,19,1974,26,0
16,0,0,0,0,1,351,149,4335,15,1978,11,1
33,0,1,0,0,0,91,53,1795,18,1976,13,0
18,0,0,0,1,0,225,95,3785,19,1976,21,1
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
15,0,0,0,0,1,429,198,4341,10,1971,11,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
16,0,0,0,0,1,400,170,4668,12,1976,22,1
26,0,1,0,0,0,97,78,2300,15,1975,19,0
12,0,0,0,0,1,455,225,4951,11,1974,3,1
17,0,0,0,0,1,304,150,3672,12,1973,0,1
16,0,0,0,0,1,318,150,4190,13,1977,9,1
22,0,1,0,0,0,121,98,2945,15,1976,28,0
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
29,0,1,0,0,0,97,75,2171,16,1976,26,0
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
23,0,1,0,0,0,120,88,2957,17,1976,20,0
20.6,0,0,0,1,0,225,110,3360,17,1980,9,1
27,0,1,0,0,0,151,90,2735,18,1983,22,1
15,0,0,0,0,1,350,165,3693,12,1971,3,1
27.5,0,1,0,0,0,134,95,2560,14,1979,26,0
28,0,1,0,0,0,107,86,2464,16,1977,10,0
19,0,0,0,1,0,250,88,3302,16,1972,11,1
