1,2,3,4,5,6,7,8,9,10,11,12,x
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
34,0,1,0,0,0,108,70,2245,17,1983,26,0
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
24,0,1,0,0,0,107,90,2430,15,1971,1,0
14,0,0,0,0,1,351,148,4657,14,1976,11,1
21,0,0,0,1,0,199,90,2648,15,1971,0,1
22.4,0,0,0,1,0,231,110,3415,16,1982,3,1
20.2,0,0,0,1,0,232,90,3265,18,1980,0,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
14,0,0,0,0,1,455,225,3086,10,1971,3,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
16,0,0,0,0,1,400,230,4278,10,1974,22,1
13,0,0,0,0,1,360,175,3821,11,1974,0,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
18.5,0,0,0,1,0,250,98,3525,19,1978,11,1
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
24,0,1,0,0,0,119,97,2545,17,1976,8,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
12,0,0,0,0,1,429,198,4952,12,1974,16,1
19.2,0,0,0,0,1,305,145,3425,13,1979,6,1
16,0,0,0,1,0,250,100,3781,17,1975,6,1
26.6,0,1,0,0,0,151,84,2635,16,1982,3,1
16,0,0,0,0,1,351,149,4335,15,1978,11,1
33,0,1,0,0,0,91,53,1795,18,1976,13,0
37.3,0,1,0,0,0,91,69,2130,15,1980,10,0
21,0,0,0,1,0,231,110,3039,15,1976,3,1
23.2,0,1,0,0,0,156,105,2745,17,1979,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
36.1,0,1,0,0,0,98,66,1800,14,1979,11,1
15,0,0,0,0,1,350,145,4440,14,1976,6,1
26,0,1,0,0,0,91,70,1955,21,1972,21,1
18.1,0,0,0,0,1,302,139,3205,11,1979,11,1
27.5,0,1,0,0,0,134,95,2560,14,1979,26,0
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
16,0,0,0,1,0,225,105,3439,16,1972,21,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
38,0,1,0,0,0,105,63,2125,15,1983,21,1
21,0,1,0,0,0,122,86,2226,17,1973,11,1
31.5,0,1,0,0,0,98,68,2045,19,1978,13,0
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
33.8,0,1,0,0,0,97,67,2145,18,1981,25,0
20.8,0,0,0,1,0,200,85,3070,17,1979,16,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
25.8,0,1,0,0,0,156,92,2620,14,1982,9,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
29,0,1,0,0,0,90,70,1937,14,1976,29,0
23,0,1,0,0,0,140,83,2639,17,1976,11,1
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
40.8,0,1,0,0,0,85,65,2110,19,1981,8,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
15,0,0,0,0,1,383,170,3563,10,1971,9,1
23,0,1,0,0,0,140,78,2592,19,1976,22,1
29,0,1,0,0,0,135,84,2525,16,1983,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
13,0,0,0,0,1,350,145,3988,13,1974,6,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
20,0,0,0,1,0,232,100,2914,16,1976,0,1
28,0,1,0,0,0,116,90,2123,14,1972,19,0
36,0,1,0,0,0,120,88,2160,15,1983,17,0
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
12,0,0,0,0,1,383,180,4955,12,1972,9,1
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,0,0,1,0,232,90,3211,17,1976,0,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
15.5,0,0,0,0,1,304,120,3962,14,1977,0,1
18,0,0,0,1,0,232,100,2789,15,1974,0,1
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
28,0,1,0,0,0,98,80,2164,15,1973,9,1
27,0,1,0,0,0,97,88,2100,17,1973,26,0
37,0,1,0,0,0,119,92,2434,15,1981,8,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
