1,2,3,4,5,6,7,8,9,x
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0,0.09,0
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0,0,0
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,1
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0,0.24,0
1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0,0,1
1.5184799999999998,13.64,3.87,1.27,71.96,0.54,8.32,0,0.32,1
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,0
1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0,0,1
1.51796,13.5,3.36,1.63,71.94,0.57,8.81,0,0.09,0
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0,0.16,0
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0,0.19,0
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0,0,1
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,0
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0,0,0
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,1
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.52227,14.17,3.81,0.78,71.35,0,9.69,0,0,0
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0,0,0
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0,0,0
1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0,0,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
