1,2,3,4,5,6,7,8,9,x
1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0,0.26,0
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0,0,0
1.51768,12.65,3.56,1.3,73.08,0.61,8.69,0,0.14,0
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0,0
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0,0,0
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0,0.17,0
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,1
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,1
1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0,0,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,1
1.51789,13.19,3.9,1.3,72.33,0.55,8.44,0,0.28,1
1.51709,13,3.47,1.79,72.72,0.66,8.18,0,0,1
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.52121,14.03,3.76,0.58,71.79,0.11,9.65,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,0
1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0,0,0
1.51316,13.02,0,3.04,70.48,6.21,6.96,0,0,0
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,0
1.51613,13.88,1.78,1.79,73.1,0,8.67,0.76,0,0
1.51545,14.14,0,2.68,73.39,0.08,9.07,0.61,0.05,0
1.51556,13.87,0,2.54,73.23,0.14,9.41,0.81,0.01,0
1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,0
1.5165799999999998,14.8,0,1.99,73.11,0,8.28,1.71,0,0
1.5164,14.37,0,2.74,72.85,0,9.45,0.54,0,0
