1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,47.33,6.5,0,1,0,8,4,1,0,0,0,1,0,1,0,0,229,0
1,28.58,3.625,0,1,0,6,4,0.25,0,0,0,1,0,1,0,100,1,0
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
1,31.58,0.75,1,0,0,6,4,3.5,0,0,0,1,0,1,0,320,1,0
0,47.25,0.75,0,1,0,11,8,2.75,1,1,1,0,0,1,0,333,893,1
0,22.5,8.46,1,0,0,14,4,2.46,0,0,0,0,0,1,0,164,1,1
0,25.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,31.92,4.46,0,1,0,13,8,6.04,1,1,3,0,0,1,0,311,301,1
1,39.92,0.54,1,0,0,6,4,0.5,1,1,3,0,0,1,0,200,1001,1
1,44,2,0,1,0,7,4,1.75,1,1,2,1,0,1,0,0,16,1
0,23.5,1.5,0,1,0,9,4,0.875,0,0,0,1,0,1,0,160,1,0
1,29.58,4.5,0,1,0,9,4,7.5,1,1,2,1,0,1,0,330,1,1
1,52.42,1.5,0,1,0,2,4,3.75,0,0,0,1,0,1,0,0,351,0
1,21.92,0.5,0,1,0,8,4,0.125,0,0,0,0,0,1,0,360,1,0
1,30.17,1.085,1,0,0,8,4,0.04,0,0,0,0,0,1,0,170,180,0
1,60.08,14.5,0,1,0,1,1,18,1,1,15,1,0,1,0,0,1001,1
0,21.75,1.75,1,0,0,5,3,0,0,0,0,0,0,1,0,160,1,0
0,32.33,0.54,0,1,0,13,4,0.04,1,0,0,0,0,1,0,440,11178,1
1,27.25,0.625,0,1,0,6,4,0.455,1,0,0,1,0,1,0,200,1,0
1,37.33,2.665,0,1,0,13,4,0.165,0,0,0,1,0,1,0,0,502,0
1,32.25,14,1,0,0,1,1,0,0,1,2,0,0,1,0,160,2,0
0,18.75,7.5,0,1,0,11,4,2.71,1,1,5,0,0,1,0,184,26727,1
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
1,32.25,0.165,1,0,0,8,8,3.25,1,1,1,1,0,1,0,432,8001,1
1,35.25,3.165,0,1,0,14,8,3.75,1,0,0,1,0,1,0,680,1,0
0,18.58,10,0,1,0,2,4,0.415,0,0,0,0,0,1,0,80,43,0
1,38.17,10.125,0,1,0,14,4,2.5,1,1,6,0,0,1,0,520,197,1
0,20.42,0.835,0,1,0,11,4,1.585,1,1,1,0,0,1,0,0,1,1
1,20,7,0,1,0,8,4,0.5,0,0,0,0,0,1,0,0,1,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,25.25,1,0,1,0,6,4,0.5,0,0,0,0,0,1,0,200,1,0
1,22.33,11,0,1,0,9,4,2,1,1,1,0,0,1,0,80,279,1
1,38.92,1.75,0,1,0,4,4,0.5,0,0,0,1,0,1,0,300,3,0
0,37.75,5.5,0,1,0,11,4,0.125,1,0,0,1,0,1,0,228,1,1
1,26.92,2.25,0,1,0,3,5,0.5,0,0,0,1,0,1,0,640,4001,0
1,32.33,7.5,0,1,0,10,5,1.585,1,0,0,1,1,0,0,420,1,0
