1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
1,39.92,0.54,1,0,0,6,4,0.5,1,1,3,0,0,1,0,200,1001,1
0,32.33,0.54,0,1,0,13,4,0.04,1,0,0,0,0,1,0,440,11178,1
1,27.25,0.625,0,1,0,6,4,0.455,1,0,0,1,0,1,0,200,1,0
1,37.33,2.665,0,1,0,13,4,0.165,0,0,0,1,0,1,0,0,502,0
0,18.58,10,0,1,0,2,4,0.415,0,0,0,0,0,1,0,80,43,0
1,38.17,10.125,0,1,0,14,4,2.5,1,1,6,0,0,1,0,520,197,1
0,20.42,0.835,0,1,0,11,4,1.585,1,1,1,0,0,1,0,0,1,1
1,20,7,0,1,0,8,4,0.5,0,0,0,0,0,1,0,0,1,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,38.92,1.75,0,1,0,4,4,0.5,0,0,0,1,0,1,0,300,3,0
1,30.17,0.5,0,1,0,8,4,1.75,1,1,11,0,0,1,0,32,541,1
1,76.75,22.29,0,1,0,10,9,12.75,1,1,1,1,0,1,0,0,110,1
1,13.75,4,1,0,0,9,4,1.75,1,1,2,1,0,1,0,120,1001,1
1,54.58,9.415,0,1,0,1,1,14.415,1,1,11,1,0,1,0,30,301,1
0,22.83,2.29,0,1,0,11,8,2.29,1,1,7,1,0,1,0,140,2385,1
1,29.83,2.04,1,0,0,14,8,0.04,0,0,0,0,0,1,0,128,2,0
1,25.08,1.71,0,1,0,14,4,1.665,1,1,1,1,0,1,0,395,21,1
0,17.33,9.5,0,1,0,6,4,1.75,0,1,10,1,0,1,0,0,11,0
0,28.67,1.04,0,1,0,8,4,2.5,1,1,5,1,0,1,0,300,1431,1
1,34.67,1.08,0,1,0,7,4,1.165,0,0,0,0,1,0,0,28,1,0
1,24.08,0.875,0,1,0,7,4,0.085,0,1,4,0,0,1,0,254,1951,0
0,71.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
