1,2,3,4,5,6,7,8,9,10,11,12,x
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
31.8,0,1,0,0,0,85,65,2020,19,1980,8,0
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
33,0,1,0,0,0,91,53,1795,17,1977,13,0
31,0,1,0,0,0,71,65,1773,19,1972,26,0
18,0,0,0,1,0,250,78,3574,21,1977,11,1
23,0,1,0,0,0,120,97,2506,15,1973,26,0
26,0,1,0,0,0,97,46,1835,21,1971,29,0
20.2,0,0,0,1,0,232,90,3265,18,1980,0,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
29,0,1,0,0,0,90,70,1937,14,1977,29,0
22,0,1,0,0,0,108,94,2379,17,1974,8,0
46.6,0,1,0,0,0,86,65,2110,18,1981,14,0
14,0,0,0,0,1,318,150,4237,15,1974,21,1
17.5,0,0,0,0,1,305,145,3880,13,1978,6,1
18,0,0,0,1,0,199,97,2774,16,1971,0,1
31,0,1,0,0,0,119,82,2720,19,1983,6,1
34.1,0,1,0,0,0,86,65,1975,15,1980,14,0
16,0,0,0,1,0,250,100,3781,17,1975,6,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
16,0,0,0,0,1,351,149,4335,15,1978,11,1
21,0,0,0,1,0,231,110,3039,15,1976,3,1
15,0,0,0,0,1,429,198,4341,10,1971,11,1
27,0,1,0,0,0,101,83,2202,15,1977,23,0
13,0,0,0,0,1,360,170,4654,13,1974,21,1
26,0,1,0,0,0,97,78,2300,15,1975,19,0
12,0,0,0,0,1,455,225,4951,11,1974,3,1
17,0,0,0,0,1,304,150,3672,12,1973,0,1
26,0,1,0,0,0,91,70,1955,21,1972,21,1
13,0,0,0,0,1,302,129,3169,12,1976,11,1
15,0,0,0,1,0,250,72,3158,20,1976,11,1
19.9,0,0,0,0,1,260,110,3365,16,1979,18,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
20.2,0,0,0,0,1,302,139,3570,13,1979,16,1
13,0,0,0,0,1,318,150,3940,13,1977,21,1
13,0,0,0,0,1,440,215,4735,11,1974,7,1
33.5,0,1,0,0,0,85,70,1945,17,1978,8,0
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
19,0,0,0,1,0,225,100,3630,18,1978,21,1
22,0,0,0,1,0,225,100,3233,15,1977,21,1
28.8,0,0,0,1,0,173,115,2595,11,1980,6,1
15,0,0,0,0,1,302,130,4295,15,1978,16,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
28,0,1,0,0,0,120,79,2625,19,1983,11,1
23,0,1,0,0,0,140,78,2592,19,1976,22,1
20,0,1,0,0,0,130,102,3150,16,1977,28,0
25,0,1,0,0,0,110,87,2672,18,1971,20,0
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
17,0,0,0,0,1,305,130,3840,15,1980,6,1
36.1,0,1,0,0,0,91,60,1800,16,1979,13,0
18,0,0,0,1,0,232,100,3288,16,1972,0,1
29,0,1,0,0,0,85,52,2035,22,1977,6,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
24,0,1,0,0,0,90,75,2108,16,1975,10,0
32,0,1,0,0,0,71,65,1836,21,1975,26,0
26,0,1,0,0,0,121,113,2234,13,1971,2,0
25,0,1,0,0,0,140,75,2542,17,1975,6,1
15.5,0,0,0,0,1,318,145,4140,14,1978,9,1
26.6,0,0,0,0,1,350,105,3725,19,1982,18,1
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,302,140,4294,16,1973,11,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
25,0,0,0,1,0,181,110,2945,16,1983,3,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
38,0,1,0,0,0,91,67,1965,15,1983,13,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
33,0,1,0,0,0,105,74,2190,14,1982,29,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
17,0,0,0,1,0,163,125,3140,14,1979,28,0
