1,2,3,4,5,6,7,x
1,0,1.69,3.73,1.65,1.8,3.33,0
8,0,0.37,0.84,0.26,0.47,0.9,0
10,0,3.38,5.56,2.76,3.1,5.06,1
46,1,0.25,0.77,0.1,0.3,0.34,0
54,0,0.63,1.31,0.76,0.71,1.28,0
62,0,1.11,0.8,1.46,1.48,0.4,0
66,1,2.53,3.18,3.27,2.68,3.6,1
102,0,1.79,3.13,1.83,1.82,3.11,0
103,1,0.19,1.05,0.08,0.4,0.57,0
104,0,0,0.15,0,0.04,0.04,0
105,0,0.44,0.89,0.83,0.38,0.7,0
108,1,1.04,1.2,1.27,1.39,1.2,0
116,1,1.41,2.99,2.58,1.21,3.95,0
118,0,1.09,3.56,0.07,2.26,2.08,0
122,0,0.76,1.83,1.5,0.41,2.56,0
128,0,2.09,5.23,2.12,2.77,4.44,1
133,0,0.22,0.62,0.15,0.13,0.42,0
135,0,1.76,1.19,2.26,1.04,1.27,0
172,0,0.37,0.65,0.31,0.23,0.83,0
182,1,2.23,4.3,1.99,1.9,3.67,0
189,0,0.58,1.41,0.96,0.64,1.24,1
