1,2,3,4,5,6,7,8,9,10,11,12,x
17,0,0,0,0,1,302,140,3449,11,1971,11,1
16,0,0,0,0,1,302,140,4141,14,1975,11,1
19.1,0,0,0,1,0,225,90,3381,19,1981,9,1
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
15.5,0,0,0,0,1,351,142,4054,14,1980,11,1
14,0,0,0,0,1,351,148,4657,14,1976,11,1
18,0,0,0,1,0,250,78,3574,21,1977,11,1
16,0,0,0,1,0,250,105,3897,19,1976,6,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
31.6,0,1,0,0,0,120,74,2635,18,1982,14,0
29,0,1,0,0,0,97,78,1940,15,1978,29,0
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
19,0,0,0,1,0,156,108,2930,16,1977,26,0
13,0,0,0,0,1,360,175,3821,11,1974,0,1
29,0,1,0,0,0,98,83,2219,17,1975,1,0
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
12,0,0,0,0,1,429,198,4952,12,1974,16,1
34.1,0,1,0,0,0,86,65,1975,15,1980,14,0
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
16,0,0,0,1,0,250,100,3781,17,1975,6,1
34.2,0,1,0,0,0,105,70,2200,13,1980,21,1
30,0,1,0,0,0,88,76,2065,15,1972,10,0
18,0,0,0,0,1,307,130,3504,12,1971,6,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
16,0,0,0,0,1,318,150,4190,13,1977,9,1
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
15,0,0,0,0,1,350,165,3693,12,1971,3,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
20.3,0,0,1,0,0,131,103,2830,16,1979,1,0
31,0,1,0,0,0,112,85,2575,16,1983,22,1
34,0,1,0,0,0,112,88,2395,18,1983,6,1
28.4,0,1,0,0,0,151,90,2670,16,1980,3,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
33.5,0,1,0,0,0,85,70,1945,17,1978,8,0
22,0,0,0,1,0,146,97,2815,15,1978,8,0
32.9,0,1,0,0,0,119,100,2615,15,1982,8,0
21,0,0,0,1,0,200,85,2587,16,1971,11,1
20,0,1,0,0,0,130,102,3150,16,1977,28,0
39,0,1,0,0,0,86,64,1875,16,1982,21,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
36.4,0,0,1,0,0,121,67,2950,20,1981,1,0
29,0,1,0,0,0,85,52,2035,22,1977,6,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
37,0,1,0,0,0,91,68,2025,18,1983,14,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
28,0,1,0,0,0,112,88,2605,20,1983,6,1
36,0,1,0,0,0,135,84,2370,13,1983,9,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
31,0,1,0,0,0,79,67,1950,19,1975,8,0
19.4,0,0,0,1,0,232,90,3210,17,1979,0,1
25,0,1,0,0,0,140,75,2542,17,1975,6,1
44.6,0,1,0,0,0,91,67,1850,14,1981,13,0
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
33.7,0,1,0,0,0,107,75,2210,14,1982,13,0
15,0,0,0,1,0,250,100,3336,17,1975,6,1
19,0,1,0,0,0,122,85,2310,19,1974,11,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
27,0,1,0,0,0,151,90,2950,17,1983,6,1
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
12,0,0,0,0,1,350,160,4456,14,1973,18,1
37,0,1,0,0,0,119,92,2434,15,1981,8,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
25,0,1,0,0,0,113,95,2228,14,1972,26,0
