1,2,3,4,5,6,7,x
6,1,0.84,2.39,2.76,0.87,4.17,0
7,1,0.37,1.37,1.08,0.85,3.45,0
9,1,1.33,2.31,2.53,1.08,3.65,1
13,0,0.44,1.05,0.24,0.44,0.94,1
46,1,0.25,0.77,0.1,0.3,0.34,0
56,1,0.64,0.43,1.5,0.24,1.15,0
64,1,0.54,0.43,0.66,0.73,0.91,1
66,1,2.53,3.18,3.27,2.68,3.6,1
69,0,0.86,1.24,0.69,0.49,0.69,0
95,1,1.7,2.18,1.45,1.47,2.2,1
98,1,0.49,1.07,0.36,0.87,0.57,1
99,1,0.71,1.73,0.72,0.99,0.98,1
106,1,0.31,1.15,0.01,0.44,0.66,0
107,0,0.96,0.88,2.65,0.85,1.48,0
115,0,1.83,3.87,3.01,1.66,4.56,0
118,0,1.09,3.56,0.07,2.26,2.08,0
136,1,5.12,5.25,5.95,3.97,5.37,0
175,0,0.13,0.54,0.11,0.14,0.58,0
181,0,2.35,4.29,4.24,1.67,5.48,0
184,0,1.63,3.31,2.21,2.36,3.25,0
190,1,1.36,3.43,1.38,1.86,2.91,1
