1,2,3,4,5,6,7,8,9,x
1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0,0,0
1.51755,13,3.6,1.36,72.99,0.57,8.4,0,0.11,0
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
1.51793,13.21,3.48,1.41,72.64,0.59,8.43,0,0,0
1.51784,13.08,3.49,1.28,72.86,0.6,8.49,0,0,0
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0,0,0
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0,0,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0,0,0
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0,0.11,0
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0,0.12,1
1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0,0,1
1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0,0,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0,0,1
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,1
1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0,0,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0,0,1
1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0,0,1
1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0,0.1,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.518,13.71,3.93,1.54,71.81,0.54,8.21,0,0.15,1
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,1
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.5169,13.33,3.54,1.61,72.54,0.68,8.11,0,0,1
1.51839,12.85,3.67,1.24,72.57,0.62,8.68,0,0.35,1
1.51665,13.14,3.45,1.76,72.48,0.6,8.38,0,0.17,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.51994,13.27,0,1.76,73.03,0.47,11.32,0,0,0
1.51316,13.02,0,3.04,70.48,6.21,6.96,0,0,0
1.52043,13.38,0,1.4,72.25,0.33,12.5,0,0,0
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,0
1.51623,14.2,0,2.79,73.46,0.04,9.04,0.4,0.09,0
1.51623,14.14,0,2.88,72.61,0.08,9.18,1.06,0,0
1.51685,14.92,0,1.99,73.06,0,8.4,1.59,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
