1,2,3,4,5,6,7,8,9,x
1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0,0,0
1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0,0,0
1.5174299999999998,13.3,3.6,1.14,73.09,0.58,8.17,0,0,0
1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0,0,0
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0,0.24,0
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0,0,0
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0,0.24,0
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0,0.17,0
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0,0,0
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0,0,0
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0,0,0
1.51966,14.77,3.75,0.29,72.02,0.03,9,0,0,0
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0,0,0
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0,0,0
1.51764,12.98,3.54,1.21,73,0.65,8.53,0,0,0
1.51721,12.87,3.48,1.33,73.04,0.56,8.43,0,0,0
1.51768,12.56,3.52,1.43,73.15,0.57,8.54,0,0,0
1.51775,12.85,3.48,1.23,72.97,0.61,8.56,0.09,0.22,0
1.5175299999999998,12.57,3.47,1.38,73.39,0.6,8.55,0,0.06,0
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0,0,0
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0,0,0
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0,0,0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0,0,0
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0,0.3,0
1.5190000000000001,13.49,3.48,1.35,71.95,0.55,9,0,0,0
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0,0.1,0
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0,0,0
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0,0.16,0
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0,0.11,0
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0,0,0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0,0,0
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0,0.24,0
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0,0.31,0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0,0,0
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0,0,0
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0,0
1.5217200000000002,13.48,3.74,0.9,72.01,0.18,9.61,0,0.07,0
1.5230000000000001,13.31,3.58,0.82,71.99,0.12,10.17,0,0.03,0
1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0,0,1
1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0,0,1
1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0,0,1
1.51627,13,3.58,1.54,72.83,0.61,8.04,0,0,1
1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0,0.14,1
1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0,0,1
1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0,0,1
1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0,0.09,1
1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0,0,1
1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0,0.09,1
1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0,0,1
1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0,0,1
1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0,0.15,1
1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0,1
1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,1
1.53125,10.73,0,2.1,69.81,0.58,13.3,3.15,0.28,1
1.53393,12.3,0,1,70.16,0.12,16.19,0,0.24,1
1.52222,14.43,0,1,72.67,0.1,11.52,0,0.08,1
1.52664,11.23,0,0.77,73.21,0,14.68,0,0,1
1.52739,11.02,0,0.75,73.08,0,14.96,0,0,1
1.52777,12.64,0,0.67,72.02,0.06,14.4,0,0,1
1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0,0.14,1
1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0,0,1
1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0,0.29,1
1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0,0,1
1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0,0,1
1.5168700000000002,13.23,3.54,1.48,72.84,0.56,8.1,0,0,1
1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0,0.12,1
1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0,0,1
1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0,0.17,1
1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,1
1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0,0.18,1
1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0,0,1
1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0,0,1
1.51806,13,3.8,1.08,73.07,0.56,8.38,0,0.12,1
1.51711,12.89,3.62,1.57,72.96,0.61,8.11,0,0,1
1.51674,12.79,3.52,1.54,73.36,0.66,7.9,0,0,1
1.5166,12.99,3.18,1.23,72.97,0.58,8.81,0,0.24,1
1.51769,13.65,3.66,1.11,72.77,0.11,8.6,0,0,0
1.5161,13.33,3.53,1.34,72.67,0.56,8.33,0,0,0
1.51643,12.16,3.52,1.35,72.89,0.57,8.53,0,0,0
1.51694,12.86,3.58,1.31,72.61,0.61,8.79,0,0,0
1.51776,13.53,3.41,1.52,72.04,0.58,8.79,0,0,0
1.51832,13.33,3.34,1.54,72.14,0.56,8.99,0,0,0
1.51934,13.64,3.54,0.75,72.65,0.16,8.89,0.15,0.24,0
1.52211,14.19,3.78,0.91,71.36,0.23,9.14,0,0.37,0
1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0,0
1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0,0,0
1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0,0,0
1.51666,12.86,0,1.83,73.88,0.97,10.17,0,0,0
1.51994,13.27,0,1.76,73.03,0.47,11.32,0,0,0
1.5205799999999998,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,0
1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0,0.28,0
1.5183799999999998,14.32,3.26,2.22,71.25,1.46,5.79,1.63,0,0
1.52315,13.44,3.34,1.23,72.38,0.6,8.83,0,0,0
1.51613,13.88,1.78,1.79,73.1,0,8.67,0.76,0,0
1.51602,14.85,0,2.38,73.28,0,8.76,0.64,0.09,0
1.51683,14.56,0,1.98,73.29,0,8.52,1.57,0.07,0
1.51556,13.87,0,2.54,73.23,0.14,9.41,0.81,0.01,0
1.51727,14.7,0,2.34,73.28,0,8.95,0.66,0,0
1.51508,15.15,0,2.25,73.5,0,8.34,0.63,0,0
1.51514,14.85,0,2.42,73.72,0,8.39,0.56,0,0
1.51831,14.39,0,1.82,72.86,1.41,6.47,2.88,0,0
1.52065,14.36,0,2.02,73.42,0,8.44,1.64,0,0
