1,2,3,4,5,6,7,8,9,10,11,12,x
14,0,0,0,0,1,350,165,4209,12,1972,6,1
31.9,0,1,0,0,0,89,71,1925,14,1980,29,0
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
23,0,0,0,0,1,350,125,3900,17,1980,4,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
34,0,1,0,0,0,108,70,2245,17,1983,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
16,0,0,0,0,1,302,140,4141,14,1975,11,1
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
24,0,1,0,0,0,107,90,2430,15,1971,1,0
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
15.5,0,0,0,0,1,351,142,4054,14,1980,11,1
38.1,0,1,0,0,0,89,60,1968,19,1981,26,0
31,0,1,0,0,0,71,65,1773,19,1972,26,0
14,0,0,0,0,1,351,148,4657,14,1976,11,1
18,0,0,0,1,0,250,78,3574,21,1977,11,1
29.9,0,1,0,0,0,98,65,2380,21,1982,11,1
16,0,0,0,1,0,250,100,3278,18,1974,6,1
21,0,0,0,1,0,199,90,2648,15,1971,0,1
22.4,0,0,0,1,0,231,110,3415,16,1982,3,1
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
16.5,0,0,0,0,1,351,138,3955,13,1980,16,1
20.2,0,0,0,1,0,232,90,3265,18,1980,0,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
17.5,0,0,0,1,0,250,110,3520,16,1978,6,1
14,0,0,0,0,1,455,225,3086,10,1971,3,1
13,0,0,0,0,1,318,150,3755,14,1977,9,1
22,0,1,0,0,0,122,86,2395,16,1973,11,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
16,0,0,0,0,1,400,230,4278,10,1974,22,1
13,0,0,0,0,1,360,175,3821,11,1974,0,1
22,0,1,0,0,0,108,94,2379,17,1974,8,0
32.7,0,0,0,1,0,168,132,2910,11,1981,8,0
18.5,0,0,0,1,0,250,98,3525,19,1978,11,1
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
27,0,1,0,0,0,112,88,2640,19,1983,6,1
28,0,1,0,0,0,97,92,2288,17,1973,8,0
24,0,1,0,0,0,119,97,2545,17,1976,8,0
29,0,1,0,0,0,98,83,2219,17,1975,1,0
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
26,0,1,0,0,0,98,90,2265,16,1974,10,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
12,0,0,0,0,1,429,198,4952,12,1974,16,1
19.2,0,0,0,0,1,305,145,3425,13,1979,6,1
23,0,1,0,0,0,115,95,2694,15,1976,1,0
25,0,1,0,0,0,116,81,2220,17,1977,19,0
35,0,1,0,0,0,72,69,1613,18,1972,8,0
18,0,0,0,1,0,199,97,2774,16,1971,0,1
34.1,0,1,0,0,0,86,65,1975,15,1980,14,0
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
17,0,0,0,1,0,250,100,3329,16,1972,6,1
12,0,0,0,0,1,350,180,4499,13,1974,18,1
16,0,0,0,1,0,250,100,3781,17,1975,6,1
32.2,0,1,0,0,0,108,75,2265,15,1981,26,0
26.6,0,1,0,0,0,151,84,2635,16,1982,3,1
30,0,1,0,0,0,88,76,2065,15,1972,10,0
16,0,0,0,0,1,351,149,4335,15,1978,11,1
33,0,1,0,0,0,91,53,1795,18,1976,13,0
37.3,0,1,0,0,0,91,69,2130,15,1980,10,0
18,0,0,0,1,0,225,95,3785,19,1976,21,1
21,0,0,0,1,0,231,110,3039,15,1976,3,1
34.4,0,1,0,0,0,98,65,2045,16,1982,11,1
23.2,0,1,0,0,0,156,105,2745,17,1979,21,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
36.1,0,1,0,0,0,98,66,1800,14,1979,11,1
12,0,0,0,0,1,455,225,4951,11,1974,3,1
17,0,0,0,0,1,304,150,3672,12,1973,0,1
15,0,0,0,0,1,350,145,4440,14,1976,6,1
26,0,1,0,0,0,91,70,1955,21,1972,21,1
21,0,1,0,0,0,120,87,2979,20,1973,20,0
26.8,0,0,0,1,0,173,115,2700,13,1980,18,1
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
19.2,0,0,0,0,1,267,125,3605,15,1980,6,1
20.6,0,0,0,1,0,225,110,3360,17,1980,9,1
27,0,1,0,0,0,151,90,2735,18,1983,22,1
18.1,0,0,0,0,1,302,139,3205,11,1979,11,1
31.3,0,1,0,0,0,120,75,2542,18,1981,14,0
27.5,0,1,0,0,0,134,95,2560,14,1979,26,0
15,0,0,0,1,0,250,72,3158,20,1976,11,1
28,0,1,0,0,0,107,86,2464,16,1977,10,0
19,0,0,0,1,0,250,88,3302,16,1972,11,1
18,1,0,0,0,0,70,90,2124,14,1974,14,0
23,0,1,0,0,0,97,54,2254,24,1973,29,0
16,0,0,0,1,0,225,105,3439,16,1972,21,1
20,0,0,0,1,0,156,122,2807,14,1974,26,0
38,0,1,0,0,0,105,63,2125,15,1983,21,1
31,0,1,0,0,0,112,85,2575,16,1983,22,1
21,0,1,0,0,0,122,86,2226,17,1973,11,1
14,0,0,0,0,1,400,175,4385,12,1973,22,1
31.5,0,1,0,0,0,98,68,2045,19,1978,13,0
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
33.8,0,1,0,0,0,97,67,2145,18,1981,25,0
17.5,0,0,0,0,1,305,140,4215,13,1977,6,1
18,0,0,0,0,1,318,150,3436,11,1971,21,1
20.8,0,0,0,1,0,200,85,3070,17,1979,16,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
25.8,0,1,0,0,0,156,92,2620,14,1982,9,1
13,0,0,0,0,1,400,190,4422,13,1973,7,1
14,0,0,0,0,1,318,150,4077,14,1973,21,1
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
29,0,1,0,0,0,90,70,1937,14,1976,29,0
33.5,0,1,0,0,0,85,70,1945,17,1978,8,0
23,0,1,0,0,0,140,83,2639,17,1976,11,1
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
19,0,0,0,1,0,225,100,3630,18,1978,21,1
40.8,0,1,0,0,0,85,65,2110,19,1981,8,0
22,0,0,0,1,0,146,97,2815,15,1978,8,0
17.7,0,0,0,1,0,231,165,3445,13,1979,3,1
30,0,1,0,0,0,79,70,2074,20,1972,20,0
22,0,0,0,1,0,225,100,3233,15,1977,21,1
28.8,0,0,0,1,0,173,115,2595,11,1980,6,1
16.5,0,0,0,1,0,168,120,3820,17,1977,15,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
10,0,0,0,0,1,360,215,4615,14,1971,11,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
15,0,0,0,0,1,383,170,3563,10,1971,9,1
23,0,1,0,0,0,140,78,2592,19,1976,22,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
20,0,1,0,0,0,130,102,3150,16,1977,28,0
44,0,1,0,0,0,97,52,2130,25,1983,29,0
23,0,1,0,0,0,122,86,2220,14,1972,16,1
13,0,0,0,0,1,350,145,4055,12,1977,6,1
16,0,0,0,0,1,400,180,4220,11,1978,22,1
25,0,1,0,0,0,110,87,2672,18,1971,20,0
14,0,0,0,0,1,454,220,4354,9,1971,6,1
15,0,0,0,0,1,318,150,3399,11,1974,9,1
28,0,1,0,0,0,97,75,2155,16,1977,26,0
29,0,1,0,0,0,135,84,2525,16,1983,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
24,0,1,0,0,0,121,110,2660,14,1974,24,0
13,0,0,0,0,1,350,145,3988,13,1974,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
18,0,0,0,1,0,232,100,3288,16,1972,0,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
30.7,0,0,0,1,0,145,76,3160,20,1982,28,0
31,0,1,0,0,0,79,67,2000,16,1975,10,0
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
22,0,1,0,0,0,121,76,2511,18,1973,29,0
25,0,1,0,0,0,104,95,2375,18,1971,24,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
32,0,1,0,0,0,71,65,1836,21,1975,26,0
36,0,1,0,0,0,135,84,2370,13,1983,9,1
25,0,1,0,0,0,140,75,2542,17,1975,6,1
15,0,0,0,0,1,304,150,3892,13,1973,0,1
20,0,0,0,1,0,232,100,2914,16,1976,0,1
28,0,1,0,0,0,116,90,2123,14,1972,19,0
36,0,1,0,0,0,120,88,2160,15,1983,17,0
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
13,0,0,0,0,1,350,150,4699,15,1975,3,1
17,0,0,0,0,1,260,110,4060,19,1978,18,1
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
13,0,0,0,0,1,302,140,4294,16,1973,11,1
20.5,0,0,0,1,0,200,95,3155,18,1979,6,1
12,0,0,0,0,1,383,180,4955,12,1972,9,1
20,0,0,0,0,1,262,110,3221,14,1976,6,1
19,0,0,0,1,0,232,90,3211,17,1976,0,1
19,0,1,0,0,0,120,88,3270,22,1977,20,0
15,0,0,0,1,0,258,110,3730,19,1976,0,1
13,0,0,0,0,1,302,130,3870,15,1977,11,1
30,0,1,0,0,0,98,68,2155,17,1979,6,1
30,0,1,0,0,0,135,84,2385,13,1982,21,1
19,0,0,0,1,0,232,100,2901,16,1975,0,1
14,0,0,0,0,1,351,153,4154,14,1972,11,1
19.2,0,0,0,1,0,231,105,3535,19,1979,22,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
15.5,0,0,0,0,1,304,120,3962,14,1977,0,1
27,0,1,0,0,0,151,90,2950,17,1983,6,1
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
26,0,1,0,0,0,97,75,2265,18,1978,26,0
18,0,0,0,1,0,232,100,2789,15,1974,0,1
18.5,0,0,0,0,1,360,150,3940,13,1980,7,1
24,0,1,0,0,0,120,97,2489,15,1975,13,0
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
12,0,0,0,0,1,350,160,4456,14,1973,18,1
15,0,0,0,1,0,250,72,3432,21,1976,16,1
39.4,0,1,0,0,0,85,70,2070,19,1979,8,0
28,0,1,0,0,0,98,80,2164,15,1973,9,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
27,0,1,0,0,0,97,88,2100,17,1973,26,0
20,0,0,0,1,0,225,100,3651,18,1977,9,1
37,0,1,0,0,0,119,92,2434,15,1981,8,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
30.5,0,1,0,0,0,97,78,2190,14,1978,29,0
33,0,1,0,0,0,105,74,2190,14,1982,29,0
25.5,0,1,0,0,0,122,96,2300,16,1978,21,1
11,0,0,0,0,1,318,210,4382,14,1971,9,1
36,0,1,0,0,0,105,74,1980,15,1983,29,0
