1,2,3,4,5,6,7,x
0.59,0.49,0.48,0.5,0.52,0.45,0.36,1
0.39,0.32,0.48,0.5,0.46,0.24,0.35,1
0.34,0.45,0.48,0.5,0.38,0.24,0.35,1
0.41,0.57,0.48,0.5,0.39,0.21,0.32,1
0.51,0.54,0.48,0.5,0.41,0.34,0.43,1
0.29,0.37,0.48,0.5,0.48,0.44,0.52,1
0.43,0.39,0.48,0.5,0.47,0.31,0.41,1
0.38,0.46,0.48,0.5,0.48,0.22,0.29,1
0.3,0.37,0.48,0.5,0.59,0.41,0.49,1
0.61,0.45,0.48,0.5,0.48,0.35,0.41,1
0.29,0.3,0.48,0.5,0.45,0.03,0.17,1
0.51,0.37,0.48,0.5,0.35,0.36,0.45,1
0.36,0.41,0.48,0.5,0.48,0.47,0.54,1
0.24,0.43,0.48,0.5,0.54,0.52,0.59,1
0.44,0.51,0.48,0.5,0.47,0.26,0.36,1
0.44,0.42,0.48,0.5,0.42,0.25,0.2,1
0.36,0.56,0.48,0.5,0.43,0.45,0.53,1
0.3,0.45,0.48,0.5,0.36,0.21,0.32,1
0.57,0.54,0.48,0.5,0.37,0.28,0.33,1
0.65,0.55,0.48,0.5,0.34,0.37,0.28,1
0.25,0.26,0.48,0.5,0.39,0.32,0.42,1
0.34,0.51,0.48,0.5,0.44,0.37,0.46,1
0.37,0.44,0.48,0.5,0.42,0.39,0.47,1
0,0.38,0.48,0.5,0.42,0.48,0.55,1
0.36,0.42,0.48,0.5,0.53,0.32,0.41,1
0.27,0.42,0.48,0.5,0.37,0.38,0.43,1
0.44,0.52,0.48,0.5,0.43,0.47,0.54,0
0.43,0.4,0.48,0.5,0.58,0.75,0.78,0
0.29,0.47,0.48,0.5,0.71,0.65,0.69,0
0.84,0.44,0.48,0.5,0.48,0.71,0.74,0
0.72,0.46,0.48,0.5,0.51,0.66,0.7,0
0.64,0.58,0.48,0.5,0.48,0.78,0.73,0
0.54,0.57,0.48,0.5,0.56,0.81,0.83,0
0.74,0.44,0.48,0.5,0.55,0.88,0.89,0
0.71,0.4,0.48,0.5,0.71,0.7,0.74,0
0.7,0.46,0.48,0.5,0.56,0.78,0.73,0
0.33,0.37,0.48,0.5,0.46,0.65,0.69,0
0.59,0.56,0.48,0.5,0.55,0.8,0.82,0
0.36,0.47,0.48,0.5,0.51,0.69,0.72,0
0.39,0.41,0.48,0.5,0.52,0.72,0.75,0
0.31,0.36,0.48,0.5,0.58,0.94,0.94,0
0.1,0.49,0.48,0.5,0.41,0.67,0.21,0
0.3,0.51,0.48,0.5,0.42,0.61,0.34,0
0.78,0.33,0.48,0.5,0.57,0.77,0.79,0
0.66,0.48,0.48,0.5,0.54,0.7,0.74,0
0.84,0.49,0.48,0.5,0.55,0.78,0.74,0
0.81,0.44,0.48,0.5,0.42,0.67,0.68,0
0.79,0.54,0.48,0.5,0.5,0.66,0.68,0
0.63,0.69,0.48,0.5,0.65,0.41,0.28,0
0.73,0.84,0.48,0.5,0.86,0.58,0.29,0
0.52,0.81,0.48,0.5,0.72,0.38,0.38,0
0.68,0.63,0.48,0.5,0.73,0.4,0.3,0
0.7,0.61,0.48,0.5,0.56,0.52,0.43,0
0.67,0.81,0.48,0.5,0.54,0.49,0.23,0
0.67,0.61,0.48,0.5,0.51,0.37,0.38,0
0.57,0.59,0.48,0.5,0.39,0.47,0.33,0
0.64,0.72,0.48,0.5,0.49,0.42,0.19,0
0.7,0.64,0.48,0.5,0.47,0.51,0.47,0
0.64,0.84,0.48,0.5,0.37,0.45,0.4,0
0.66,0.71,0.48,0.5,0.41,0.5,0.35,0
0.69,0.59,0.48,0.5,0.46,0.44,0.52,0
0.68,0.67,0.48,0.5,0.49,0.4,0.34,0
0.29,0.39,0.48,0.5,0.52,0.4,0.48,0
0.74,0.56,0.48,0.5,0.47,0.68,0.3,0
0.74,0.74,0.48,0.5,0.31,0.53,0.52,0
