1,2,3,4,5,6,7,8,9,10,11,12,x
14,0,0,0,0,1,350,165,4209,12,1972,6,1
31.9,0,1,0,0,0,89,71,1925,14,1980,29,0
15,0,0,0,0,1,400,150,3761,10,1971,6,1
23,0,0,0,0,1,350,125,3900,17,1980,4,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
25.4,0,0,1,0,0,183,77,3530,20,1980,15,0
37.7,0,1,0,0,0,89,62,2050,17,1982,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
16,0,0,0,0,1,302,140,4141,14,1975,11,1
11,0,0,0,0,1,350,180,3664,11,1974,18,1
16.9,0,0,0,0,1,350,155,4360,15,1980,3,1
31.8,0,1,0,0,0,85,65,2020,19,1980,8,0
16,0,0,0,0,1,304,150,3433,12,1971,0,1
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
33,0,1,0,0,0,91,53,1795,17,1977,13,0
31,0,1,0,0,0,71,65,1773,19,1972,26,0
14,0,0,0,0,1,351,148,4657,14,1976,11,1
18,0,0,0,1,0,250,78,3574,21,1977,11,1
27,0,1,0,0,0,97,88,2130,15,1971,8,0
21,0,0,0,1,0,199,90,2648,15,1971,0,1
26,0,1,0,0,0,97,46,1835,21,1971,29,0
21.5,1,0,0,0,0,80,110,2720,14,1978,14,0
18.5,0,0,0,1,0,250,110,3645,16,1977,22,1
17.5,0,0,0,1,0,250,110,3520,16,1978,6,1
14,0,0,0,0,1,455,225,3086,10,1971,3,1
31.6,0,1,0,0,0,120,74,2635,18,1982,14,0
22,0,1,0,0,0,122,86,2395,16,1973,11,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
14,0,0,0,0,1,340,160,3609,8,1971,21,1
24,0,1,0,0,0,116,75,2158,16,1974,19,0
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
16,0,0,0,0,1,400,230,4278,10,1974,22,1
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
32.7,0,0,0,1,0,168,132,2910,11,1981,8,0
46.6,0,1,0,0,0,86,65,2110,18,1981,14,0
18.5,0,0,0,1,0,250,98,3525,19,1978,11,1
32,0,1,0,0,0,91,67,1965,16,1983,13,0
29.5,0,1,0,0,0,97,71,1825,12,1977,29,0
29,0,1,0,0,0,98,83,2219,17,1975,1,0
38,0,0,0,1,0,262,85,3015,17,1983,18,1
21.1,0,1,0,0,0,134,95,2515,15,1979,26,0
32.4,0,1,0,0,0,108,75,2350,17,1982,26,0
15.5,0,0,0,0,1,400,190,4325,12,1978,7,1
12,0,0,0,0,1,429,198,4952,12,1974,16,1
19.2,0,0,0,0,1,305,145,3425,13,1979,6,1
18,0,0,0,1,0,199,97,2774,16,1971,0,1
17.6,0,0,0,1,0,225,85,3465,17,1982,7,1
28,0,1,0,0,0,90,75,2125,15,1975,9,1
27.2,0,1,0,0,0,119,97,2300,15,1979,8,0
17,0,0,0,1,0,250,100,3329,16,1972,6,1
26,0,1,0,0,0,98,79,2255,18,1977,9,1
18,0,0,0,1,0,250,88,3139,15,1972,11,1
11,0,0,0,0,1,400,150,4997,14,1974,6,1
32.2,0,1,0,0,0,108,75,2265,15,1981,26,0
26.6,0,1,0,0,0,151,84,2635,16,1982,3,1
43.4,0,1,0,0,0,90,48,2335,24,1981,29,0
25,0,1,0,0,0,121,115,2671,14,1976,24,0
20,0,1,0,0,0,97,88,2279,19,1974,26,0
33,0,1,0,0,0,91,53,1795,18,1976,13,0
24.5,0,1,0,0,0,151,88,2740,16,1978,22,1
21,0,0,0,1,0,231,110,3039,15,1976,3,1
15,0,0,0,0,1,429,198,4341,10,1971,11,1
16,0,0,0,0,1,400,170,4668,12,1976,22,1
27,0,1,0,0,0,97,60,1834,19,1972,29,0
30.9,0,1,0,0,0,105,75,2230,15,1979,9,1
20,0,1,0,0,0,114,91,2582,14,1974,1,0
26,0,1,0,0,0,97,78,2300,15,1975,19,0
12,0,0,0,0,1,455,225,4951,11,1974,3,1
17,0,0,0,0,1,304,150,3672,12,1973,0,1
26,0,1,0,0,0,91,70,1955,21,1972,21,1
22,0,1,0,0,0,121,98,2945,15,1976,28,0
35.1,0,1,0,0,0,81,60,1760,16,1982,13,0
20.6,0,0,0,1,0,225,110,3360,17,1980,9,1
27,0,1,0,0,0,151,90,2735,18,1983,22,1
31.3,0,1,0,0,0,120,75,2542,18,1981,14,0
14,0,0,0,0,1,455,225,4425,10,1971,22,1
15,0,0,0,1,0,250,72,3158,20,1976,11,1
29.5,0,1,0,0,0,98,68,2135,17,1979,13,0
16.2,0,0,0,1,0,163,133,3410,16,1979,20,0
24.3,0,1,0,0,0,151,90,3003,20,1981,0,1
17.5,0,0,0,0,1,318,140,4080,14,1979,9,1
18,0,0,0,1,0,171,97,2984,15,1976,11,1
23,0,1,0,0,0,97,54,2254,24,1973,29,0
16,0,0,0,1,0,225,105,3439,16,1972,21,1
26,0,1,0,0,0,156,92,2585,15,1983,7,1
38,0,1,0,0,0,105,63,2125,15,1983,21,1
32.4,0,1,0,0,0,107,72,2290,17,1981,13,0
29,0,1,0,0,0,68,49,1867,20,1974,10,0
31,0,1,0,0,0,112,85,2575,16,1983,22,1
14,0,0,0,0,1,400,175,4385,12,1973,22,1
14,0,0,0,0,1,304,150,3672,12,1974,0,1
19.8,0,0,0,1,0,200,85,2990,18,1980,16,1
33.8,0,1,0,0,0,97,67,2145,18,1981,25,0
34,0,1,0,0,0,112,88,2395,18,1983,6,1
20.8,0,0,0,1,0,200,85,3070,17,1979,16,1
18,0,0,0,1,0,250,105,3459,16,1976,6,1
14,0,0,0,0,1,351,153,4129,13,1973,11,1
13,0,0,0,0,1,440,215,4735,11,1974,7,1
15,0,0,0,0,1,350,145,4082,13,1974,6,1
27.2,0,1,0,0,0,135,84,2490,16,1982,21,1
43.1,0,1,0,0,0,90,48,1985,22,1979,29,0
26,0,1,0,0,0,116,75,2246,14,1975,10,0
23.9,0,0,0,0,1,260,90,3420,22,1980,18,1
21,0,1,0,0,0,140,72,2401,20,1974,6,1
13,0,0,0,0,1,307,130,4098,14,1973,6,1
22,0,0,0,1,0,146,97,2815,15,1978,8,0
17.7,0,0,0,1,0,231,165,3445,13,1979,3,1
30,0,1,0,0,0,79,70,2074,20,1972,20,0
37,0,1,0,0,0,85,65,1975,19,1982,8,0
28.8,0,0,0,1,0,173,115,2595,11,1980,6,1
17.5,0,0,0,1,0,258,95,3193,18,1977,0,1
21.6,0,1,0,0,0,121,115,2795,16,1979,24,0
16.5,0,0,0,1,0,168,120,3820,17,1977,15,0
14,0,0,0,0,1,302,137,4042,15,1974,11,1
10,0,0,0,0,1,360,215,4615,14,1971,11,1
31,0,1,0,0,0,76,52,1649,17,1975,26,0
28,0,1,0,0,0,120,79,2625,19,1983,11,1
16,0,0,0,0,1,318,150,4498,15,1976,21,1
20.2,0,0,0,1,0,200,85,2965,16,1979,11,1
23,0,1,0,0,0,122,86,2220,14,1972,16,1
13,0,0,0,0,1,350,145,4055,12,1977,6,1
14,0,0,0,0,1,454,220,4354,9,1971,6,1
28,0,1,0,0,0,97,75,2155,16,1977,26,0
29,0,1,0,0,0,135,84,2525,16,1983,9,1
32.1,0,1,0,0,0,98,70,2120,16,1981,6,1
24,0,1,0,0,0,113,95,2372,15,1971,26,0
17,0,0,0,0,1,305,130,3840,15,1980,6,1
18,0,0,0,1,0,232,100,3288,16,1972,0,1
22,0,0,0,1,0,250,105,3353,15,1977,6,1
25.1,0,1,0,0,0,140,88,2720,15,1979,11,1
29,0,1,0,0,0,85,52,2035,22,1977,6,1
20.5,0,0,0,1,0,231,105,3425,17,1978,3,1
9,0,0,0,0,1,304,193,4732,19,1971,12,1
13,0,0,0,0,1,400,175,5140,12,1972,22,1
35.7,0,1,0,0,0,98,80,1915,14,1980,9,1
32.8,0,1,0,0,0,78,52,1985,19,1979,14,0
16,0,0,0,1,0,258,110,3632,18,1975,0,1
34.7,0,1,0,0,0,105,63,2215,15,1982,21,1
29.8,0,1,0,0,0,134,90,2711,16,1981,26,0
25,0,1,0,0,0,104,95,2375,18,1971,24,0
27,0,1,0,0,0,97,88,2130,15,1972,8,0
18,0,0,0,1,0,258,110,2962,14,1972,0,1
36,0,1,0,0,0,135,84,2370,13,1983,9,1
27.4,0,1,0,0,0,121,80,2670,15,1980,0,1
19.4,0,0,0,1,0,232,90,3210,17,1979,0,1
19,0,1,0,0,0,121,112,2868,16,1974,28,0
44.6,0,1,0,0,0,91,67,1850,14,1981,13,0
25,0,1,0,0,0,90,71,2223,17,1976,29,0
23.7,1,0,0,0,0,70,100,2420,13,1981,14,0
27.9,0,1,0,0,0,156,105,2800,14,1981,9,1
15,0,0,0,0,1,304,150,3892,13,1973,0,1
28,0,1,0,0,0,116,90,2123,14,1972,19,0
22.3,0,1,0,0,0,140,88,2890,17,1980,11,1
13,0,0,0,0,1,350,155,4502,14,1973,3,1
28.1,0,1,0,0,0,141,80,3230,20,1982,20,0
24.5,0,1,0,0,0,98,60,2164,22,1977,6,1
20,0,1,0,0,0,140,90,2408,20,1973,6,1
15.5,0,0,0,0,1,350,170,4165,11,1978,6,1
13,0,0,0,0,1,350,150,4699,15,1975,3,1
31.5,0,1,0,0,0,89,71,1990,15,1979,29,0
34.1,0,1,0,0,0,91,68,1985,16,1982,14,0
13,0,0,0,0,1,302,140,4294,16,1973,11,1
26,0,1,0,0,0,122,80,2451,17,1975,11,1
12,0,0,0,0,1,383,180,4955,12,1972,9,1
19,0,1,0,0,0,120,88,3270,22,1977,20,0
31,0,1,0,0,0,91,68,1970,18,1983,14,0
13,0,0,0,0,1,302,130,3870,15,1977,11,1
30,0,1,0,0,0,135,84,2385,13,1982,21,1
18,0,0,0,1,0,225,105,3613,17,1975,21,1
14,0,0,0,0,1,351,153,4154,14,1972,11,1
32.3,0,1,0,0,0,97,67,2065,18,1982,25,0
24,0,1,0,0,0,140,92,2865,16,1983,11,1
18.6,0,0,0,1,0,225,110,3620,19,1979,9,1
18.1,0,0,0,1,0,258,120,3410,15,1979,0,1
23.8,0,1,0,0,0,151,85,2855,18,1979,18,1
22,0,1,0,0,0,140,72,2408,19,1972,6,1
26.4,0,1,0,0,0,140,88,2870,18,1981,11,1
14,0,0,0,0,1,400,175,4464,12,1972,22,1
14,0,0,0,0,1,304,150,4257,16,1975,0,1
20.6,0,0,0,1,0,231,105,3380,16,1979,3,1
35,0,1,0,0,0,122,88,2500,15,1981,27,0
34.5,0,1,0,0,0,105,70,2150,15,1980,21,1
22,0,0,0,1,0,198,95,2833,16,1971,21,1
10,0,0,0,0,1,307,200,4376,15,1971,6,1
11,0,0,0,0,1,429,208,4633,11,1973,16,1
26,0,1,0,0,0,108,93,2391,16,1975,25,0
32,0,1,0,0,0,135,84,2295,12,1983,9,1
13,0,0,0,0,1,350,165,4274,12,1973,6,1
27,0,1,0,0,0,97,88,2100,17,1973,26,0
13,0,0,0,0,1,400,170,4746,12,1972,11,1
19,1,0,0,0,0,70,97,2330,14,1973,14,0
11,0,0,0,0,1,318,210,4382,14,1971,9,1
17,0,0,0,1,0,163,125,3140,14,1979,28,0
36,0,1,0,0,0,105,74,1980,15,1983,29,0
