1,2,3,4,5,6,7,x
1,0,1.69,3.73,1.65,1.8,3.33,0
2,1,0.74,0.78,1.09,0.79,1.59,0
6,1,0.84,2.39,2.76,0.87,4.17,0
9,1,1.33,2.31,2.53,1.08,3.65,1
10,0,3.38,5.56,2.76,3.1,5.06,1
11,0,0.69,1.46,1.07,0.64,1.95,1
13,0,0.44,1.05,0.24,0.44,0.94,1
15,0,1.13,2.28,0.97,1.66,2.21,0
47,1,0.78,1.45,0.38,0.58,0.67,0
52,0,1.62,2.54,0.94,1.59,1.73,0
54,0,0.63,1.31,0.76,0.71,1.28,0
56,1,0.64,0.43,1.5,0.24,1.15,0
58,0,0.88,1.32,1.87,0.58,2.97,0
61,1,1.08,0.99,1.44,1,1.64,0
62,0,1.11,0.8,1.46,1.48,0.4,0
63,0,3.43,2.55,5.08,1.77,4.2,1
66,1,2.53,3.18,3.27,2.68,3.6,1
67,1,0.81,0.89,1.33,0.43,2.18,1
69,0,0.86,1.24,0.69,0.49,0.69,0
70,1,2.16,2.29,2.12,0.95,1.82,0
99,1,0.71,1.73,0.72,0.99,0.98,1
100,0,1.67,3.46,1.02,1.89,2.47,1
101,1,0.73,1.51,0.18,1.42,0.71,0
103,1,0.19,1.05,0.08,0.4,0.57,0
107,0,0.96,0.88,2.65,0.85,1.48,0
109,0,0.05,0.06,0.01,0.23,0.1,0
111,0,1.83,2.93,1.8,1.62,3.02,0
112,1,2.24,2.17,4.44,1.05,3.59,0
113,0,2.5,3.99,2.84,2.44,4.48,0
115,0,1.83,3.87,3.01,1.66,4.56,0
118,0,1.09,3.56,0.07,2.26,2.08,0
120,1,4.06,6.71,4.34,3.29,6.4,0
121,1,0.4,0.64,1.03,0.58,1.77,0
123,0,1.53,3.62,1.52,1.62,2.86,1
124,1,0.56,2.88,0.37,1.25,1.74,1
126,0,1.59,3.19,2.36,1.53,3.03,1
128,0,2.09,5.23,2.12,2.77,4.44,1
129,1,1.59,3.92,1.38,2.11,3.01,0
135,0,1.76,1.19,2.26,1.04,1.27,0
136,1,5.12,5.25,5.95,3.97,5.37,0
171,1,0.12,0.6,0.19,0.28,0.7,0
172,0,0.37,0.65,0.31,0.23,0.83,0
173,0,4.97,3.03,1.44,3.14,0.86,0
174,1,0.57,1.53,0.3,0.72,1.38,0
175,0,0.13,0.54,0.11,0.14,0.58,0
179,0,0.24,0.61,0.05,0.38,0.9,0
180,1,2.36,1.15,1.84,1.73,2.33,0
181,0,2.35,4.29,4.24,1.67,5.48,0
182,1,2.23,4.3,1.99,1.9,3.67,0
183,1,1.16,3.06,2.44,1.52,4.01,0
187,0,2.67,6.93,2.74,3.03,6.39,1
189,0,0.58,1.41,0.96,0.64,1.24,1
193,0,0.02,0.08,0.05,0.02,0.09,1
194,1,0.92,2.09,0.61,0.87,1.35,1
