1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,x
1,31.42,15.5,0,1,0,8,4,0.5,1,0,0,0,0,1,0,120,1,0
0,47.25,0.75,0,1,0,11,8,2.75,1,1,1,0,0,1,0,333,893,1
1,34,4.5,0,1,0,6,4,1,1,0,0,1,0,1,0,240,1,0
1,26.25,1.54,0,1,0,9,4,0.125,0,0,0,0,0,1,0,100,1,0
1,52.42,1.5,0,1,0,2,4,3.75,0,0,0,1,0,1,0,0,351,0
1,22.92,3.165,1,0,0,8,4,0.165,0,0,0,0,0,1,0,160,1059,0
0,18.92,9,0,1,0,6,4,0.75,1,1,2,0,0,1,0,88,592,1
1,60.08,14.5,0,1,0,1,1,18,1,1,15,1,0,1,0,0,1001,1
1,36.75,0.125,1,0,0,8,4,1.5,0,0,0,1,0,1,0,232,114,1
0,21.75,1.75,1,0,0,5,3,0,0,0,0,0,0,1,0,160,1,0
1,48.17,7.625,0,1,0,9,8,15.5,1,1,12,0,0,1,0,0,791,1
1,20,7,0,1,0,8,4,0.5,0,0,0,0,0,1,0,0,1,0
1,29.67,1.415,0,1,0,9,8,0.75,1,1,1,0,0,1,0,240,101,1
1,38.92,1.75,0,1,0,4,4,0.5,0,0,0,1,0,1,0,300,3,0
0,37.75,5.5,0,1,0,11,4,0.125,1,0,0,1,0,1,0,228,1,1
1,36.08,2.54,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1001,0
1,31.57,0.625,0,1,0,4,4,0.25,0,0,0,0,0,1,0,380,2011,0
1,59.67,1.54,0,1,0,11,4,0.125,1,0,0,1,0,1,0,260,1,1
1,13.75,4,1,0,0,9,4,1.75,1,1,2,1,0,1,0,120,1001,1
1,21.17,0.875,1,0,0,8,8,0.25,0,0,0,0,0,1,0,280,205,0
1,29.83,2.04,1,0,0,14,8,0.04,0,0,0,0,0,1,0,128,2,0
1,34.75,15,0,1,0,12,7,5.375,1,1,9,1,0,1,0,0,135,1
1,49.5,7.585,0,1,0,3,5,7.585,1,1,15,1,0,1,0,0,5001,1
0,23.25,5.875,0,1,0,11,4,3.17,1,1,10,0,0,1,0,120,246,1
0,71.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,34.17,9.17,0,1,0,8,4,4.5,1,1,12,1,0,1,0,0,222,1
0,36.75,5.125,0,1,0,10,4,5,1,0,0,1,0,1,0,0,4001,1
1,20.75,5.085,1,0,0,5,4,0.29,0,0,0,0,0,1,0,140,185,0
1,35.17,2.5,0,1,0,4,4,4.5,1,1,7,0,0,1,0,150,1271,1
1,16.17,0.04,0,1,0,8,4,0.04,0,0,0,0,0,1,0,0,1,1
0,22.92,11.585,0,1,0,13,4,0.04,1,0,0,0,0,1,0,80,1350,1
1,21.33,7.5,0,1,0,6,4,1.415,1,1,1,0,0,1,0,80,9801,1
0,25.42,1.125,0,1,0,11,4,1.29,1,1,2,0,0,1,0,200,1,0
1,41.92,0.42,0,1,0,8,8,0.21,1,1,6,0,0,1,0,220,949,1
1,34.25,1.75,0,1,0,9,5,0.25,1,0,0,1,0,1,0,163,1,0
0,60.58,16.5,0,1,0,11,4,11,1,0,0,1,0,1,0,21,10562,1
1,23.33,1.5,0,1,0,8,8,1.415,1,0,0,0,0,1,0,422,201,1
1,37.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,1
1,56.58,18.5,0,1,0,2,5,15,1,1,17,1,0,1,0,0,1,1
1,19.58,0.585,0,1,0,1,1,0,0,1,3,0,0,1,0,350,770,0
1,33,2.5,1,0,0,9,4,7,0,0,0,1,0,1,0,280,1,0
1,33.75,2.75,0,1,0,3,5,0,0,0,0,0,0,1,0,180,1,0
0,22.42,5.665,0,1,0,11,4,2.585,1,1,7,0,0,1,0,129,3258,1
1,33.67,2.165,0,1,0,8,4,1.5,0,0,0,0,0,0,1,120,1,0
1,22.58,10.04,0,1,0,14,4,0.04,1,1,9,0,0,1,0,60,397,1
1,28.92,0.375,0,1,0,8,4,0.29,0,0,0,0,0,1,0,220,141,0
1,31,2.085,0,1,0,8,4,0.085,0,0,0,0,0,1,0,300,1,0
1,25.17,3,0,1,0,8,4,1.25,0,1,1,0,0,1,0,0,23,0
1,37.42,2.04,0,1,0,9,4,0.04,1,0,0,1,0,1,0,400,5801,1
1,28.25,5.125,0,1,0,14,4,4.75,1,1,2,0,0,1,0,420,8,1
1,22.25,9,0,1,0,6,4,0.085,0,0,0,0,0,1,0,0,1,0
1,56,12.5,0,1,0,4,8,8,1,0,0,1,0,1,0,24,2029,1
1,59.5,2.75,0,1,0,9,4,1.75,1,1,5,1,0,1,0,60,59,1
1,20.67,5.29,0,1,0,11,4,0.375,1,1,1,0,0,1,0,160,1,0
1,26.75,1.125,0,1,0,14,8,1.25,1,0,0,0,0,1,0,0,5299,1
0,33.67,0.375,0,1,0,13,4,0.375,0,0,0,0,0,1,0,300,45,1
1,20.42,1.085,0,1,0,11,4,1.5,0,0,0,0,0,1,0,108,8,0
1,49.17,2.29,0,1,0,1,1,0.29,0,0,0,0,0,1,0,200,4,0
0,52.83,15,0,1,0,8,4,5.5,1,1,14,0,0,1,0,0,2201,1
0,29.5,0.46,0,1,0,4,4,0.54,1,1,4,0,0,1,0,380,501,1
0,56.5,16,0,1,0,5,1,0,1,1,15,0,0,1,0,0,248,1
0,27.17,1.25,0,1,0,1,1,0,0,1,1,0,0,1,0,92,301,0
0,34.83,1.25,1,0,0,3,8,0.5,0,0,0,1,0,1,0,160,1,0
0,25,11,1,0,0,6,4,4.5,1,0,0,0,0,1,0,120,1,0
1,31.67,0.83,0,1,0,14,4,1.335,1,1,8,1,0,1,0,303,3291,1
1,32.67,5.5,0,1,0,11,8,5.5,1,1,12,1,0,1,0,408,1001,1
1,21.33,10.5,0,1,0,8,4,3,1,0,0,1,0,1,0,0,1,1
1,34.58,0,0,1,0,8,4,0,0,0,0,0,0,0,1,184,1,0
1,27.42,12.5,0,1,0,6,5,0.25,0,0,0,1,0,1,0,720,1,0
1,19.67,0.375,0,1,0,11,4,2,1,1,2,1,0,1,0,80,1,1
0,28.42,3.5,0,1,0,9,4,0.835,1,0,0,0,1,0,0,280,1,1
0,24.58,0.67,0,1,0,6,8,1.75,1,0,0,0,0,1,0,400,1,0
1,21.83,0.25,0,1,0,2,8,0.665,1,0,0,1,0,1,0,0,1,1
0,46,4,0,1,0,5,3,0,1,0,0,0,0,1,0,100,961,1
1,29.92,1.835,0,1,0,8,8,4.335,1,0,0,0,0,1,0,260,201,1
0,31.25,3.75,0,1,0,13,8,0.625,1,1,9,1,0,1,0,181,1,1
1,33.67,1.25,0,1,0,9,4,1.165,0,0,0,0,0,1,0,120,1,0
1,31.25,1.125,0,1,0,1,1,0,0,1,1,0,0,1,0,96,20,0
1,39,5,0,1,0,13,4,3.5,1,1,10,1,0,1,0,0,1,1
1,41.17,4.04,0,1,0,13,8,7,1,1,8,0,0,1,0,320,1,1
0,25.25,12.5,0,1,0,2,4,1,0,0,0,1,0,1,0,180,1063,0
0,21.75,11.75,0,1,0,8,4,0.25,0,0,0,1,0,1,0,180,1,0
1,18.17,10.25,0,1,0,8,8,1.085,0,0,0,0,0,1,0,320,14,0
1,17.08,0.25,0,1,0,11,4,0.335,0,1,4,0,0,1,0,160,9,0
0,65.17,14,0,1,0,1,1,0,1,1,11,1,0,1,0,0,1401,1
1,16,3.125,0,1,0,9,4,0.085,0,1,1,0,0,1,0,0,7,0
0,22.25,1.25,1,0,0,1,1,3.25,0,0,0,0,0,1,0,280,1,0
1,33.17,1.04,0,1,0,12,8,6.5,1,0,0,1,0,1,0,164,31286,1
0,15.75,0.375,0,1,0,8,4,1,0,0,0,0,0,1,0,120,19,0
1,27.75,1.29,0,1,0,4,8,0.25,0,0,0,1,1,0,0,140,1,0
1,34.08,2.5,0,1,0,8,4,1,0,0,0,0,0,1,0,460,17,0
0,40.33,7.54,1,0,0,11,8,8,1,1,14,0,0,1,0,0,2301,1
1,27.67,13.75,0,1,0,9,4,5.75,1,0,0,1,0,1,0,487,501,1
1,43.25,25.21,0,1,0,11,8,0.21,1,1,1,0,0,1,0,760,91,0
0,41.58,1.04,0,1,0,6,4,0.665,0,0,0,0,0,1,0,240,238,0
0,24.5,0.5,0,1,0,11,8,1.5,1,0,0,0,0,1,0,280,825,1
1,29.42,1.25,0,1,0,8,8,0.25,0,1,2,1,0,1,0,400,109,0
0,31.92,3.125,0,1,0,1,1,3.04,0,1,2,1,0,1,0,200,5,0
1,20.67,0.835,1,0,0,8,4,2,0,0,0,1,1,0,0,240,1,0
0,45,4.585,0,1,0,4,8,1,0,0,0,1,1,0,0,240,1,0
1,57.83,7.04,0,1,0,7,4,14,1,1,6,1,0,1,0,360,1333,1
0,22.67,7,0,1,0,8,4,0.165,0,0,0,0,0,1,0,160,1,0
1,23.92,0.665,0,1,0,8,4,0.165,0,0,0,0,0,1,0,100,1,1
0,22.92,1.25,0,1,0,11,4,0.25,0,0,0,1,0,1,0,120,810,0
0,24.5,2.415,1,0,0,8,4,0,0,0,0,0,0,1,0,120,1,0
1,48.58,0.205,1,0,0,4,4,0.25,1,1,11,0,0,1,0,380,2733,1
1,40.92,2.25,1,0,0,14,8,10,1,0,0,1,0,1,0,176,1,0
1,40,6.5,0,1,0,6,5,3.5,1,1,1,0,0,1,0,0,501,1
1,23.08,11.5,0,1,0,3,4,3.5,1,1,9,0,0,1,0,56,743,1
1,21.58,0.79,1,0,0,13,4,0.665,0,0,0,0,0,1,0,160,1,0
0,51.92,6.5,0,1,0,3,5,3.085,0,0,0,1,0,1,0,73,1,0
1,22.08,11.46,0,1,0,4,4,1.585,0,0,0,1,0,1,0,100,1213,0
1,25.67,2.21,1,0,0,6,4,4,1,0,0,0,0,1,0,188,1,0
1,20,0,0,1,0,2,4,0.5,0,0,0,0,0,1,0,144,1,0
1,48.08,3.75,0,1,0,3,5,1,0,0,0,0,0,1,0,100,3,0
0,23.58,0.585,1,0,0,1,1,0.125,0,0,0,0,0,1,0,120,88,0
1,16.25,0.835,0,1,0,7,4,0.085,1,0,0,0,1,0,0,200,1,0
1,48.08,6.04,0,1,0,4,4,0.04,0,0,0,0,0,1,0,0,2691,1
0,56.83,4.25,1,0,0,1,1,5,0,0,0,1,0,1,0,0,5,0
1,19.17,0,1,0,0,7,5,0,0,0,0,1,1,0,0,500,2,1
1,18.58,5.71,0,1,0,2,4,0.54,0,0,0,0,0,1,0,120,1,0
1,30.17,6.5,0,1,0,13,4,3.125,1,1,8,0,0,1,0,330,1201,1
0,33.17,2.25,1,0,0,13,4,3.5,0,0,0,1,0,1,0,200,142,0
1,20.25,9.96,0,1,0,10,2,0,1,0,0,0,0,1,0,0,1,1
0,20.5,11.835,0,1,0,8,8,6,1,0,0,0,0,1,0,340,1,1
1,27.25,1.585,0,1,0,13,8,1.835,1,1,12,1,0,1,0,583,714,1
0,57.08,0.335,0,1,0,3,5,1,1,0,0,1,0,1,0,252,2198,0
1,22.67,10.5,0,1,0,11,8,1.335,1,0,0,0,0,1,0,100,1,1
0,22.5,8.5,0,1,0,11,4,1.75,1,1,10,0,0,1,0,80,991,0
1,32.33,3.5,0,1,0,4,4,0.5,0,0,0,1,0,1,0,232,1,0
1,17.92,0.205,0,1,0,6,4,0.04,0,0,0,0,0,1,0,280,751,0
1,31.57,5,1,0,0,6,4,8.5,1,0,0,0,0,1,0,0,1,0
1,22.67,0.165,0,1,0,8,3,2.25,0,0,0,1,1,0,0,0,1,1
1,44.25,0.5,0,1,0,7,4,10.75,1,0,0,0,1,0,0,400,1,0
0,20.83,3,0,1,0,6,4,0.04,1,0,0,0,0,1,0,100,1,1
1,26.17,0.25,0,1,0,3,5,0,1,0,0,1,0,1,0,0,1,1
1,31.57,0.04,1,0,0,2,4,4.25,0,0,0,1,0,1,0,460,1,0
0,15.83,7.625,0,1,0,11,4,0.125,0,1,1,1,0,1,0,0,161,0
