1,2,3,4,5,6,7,8,9,10,11,12,x
31.9,0,1,0,0,0,89,71,1925,14,1980,29,0
17,0,0,0,0,1,302,140,3449,11,1971,11,1
15,0,0,0,0,1,400,150,3761,10,1971,6,1
30.5,0,1,0,0,0,98,63,2051,17,1978,6,1
23,0,0,0,0,1,350,125,3900,17,1980,4,1
13,0,0,0,0,1,351,158,4363,13,1974,11,1
14,0,0,0,0,1,440,215,4312,9,1971,21,1
34,0,1,0,0,0,108,70,2245,17,1983,26,0
34.3,0,1,0,0,0,97,78,2188,16,1981,1,0
11,0,0,0,0,1,350,180,3664,11,1974,18,1
31.8,0,1,0,0,0,85,65,2020,19,1980,8,0
16,0,0,0,0,1,304,150,3433,12,1971,0,1
24,0,1,0,0,0,113,95,2278,16,1973,26,0
24,0,1,0,0,0,107,90,2430,15,1971,1,0
37.2,0,1,0,0,0,86,65,2019,16,1981,8,0
21.5,0,1,0,0,0,121,110,2600,13,1978,2,0
24,0,0,0,1,0,200,81,3012,18,1977,11,1
38.1,0,1,0,0,0,89,60,1968,19,1981,26,0
33,0,1,0,0,0,91,53,1795,17,1977,13,0
31,0,1,0,0,0,71,65,1773,19,1972,26,0
18,0,0,0,1,0,250,78,3574,21,1977,11,1
23,0,1,0,0,0,120,97,2506,15,1973,26,0
21,0,0,0,1,0,199,90,2648,15,1971,0,1
26,0,1,0,0,0,97,46,1835,21,1971,29,0
20.2,0,0,0,1,0,232,90,3265,18,1980,0,1
16,0,0,0,1,0,250,105,3897,19,1976,6,1
14,0,0,0,0,1,302,140,4638,16,1975,11,1
13,0,0,0,0,1,318,150,3755,14,1977,9,1
22,0,1,0,0,0,122,86,2395,16,1973,11,1
20.2,0,0,0,1,0,200,88,3060,17,1982,11,1
13,0,0,0,0,1,400,150,4464,12,1974,6,1
14,0,0,0,0,1,340,160,3609,8,1971,21,1
16.5,0,0,0,0,1,350,180,4380,12,1977,4,1
33.5,0,1,0,0,0,98,83,2075,16,1978,9,1
