1,2,3,4,5,6,7,x
1,0,1.69,3.73,1.65,1.8,3.33,0
3,0,0.81,0.86,2.39,0.36,2.06,0
9,1,1.33,2.31,2.53,1.08,3.65,1
11,0,0.69,1.46,1.07,0.64,1.95,1
12,1,1.42,2.79,1.42,1.08,1.22,1
47,1,0.78,1.45,0.38,0.58,0.67,0
57,1,0.3,0.69,1.03,0.22,1.88,0
68,0,0.39,1.22,0.25,0.46,0.89,1
99,1,0.71,1.73,0.72,0.99,0.98,1
105,0,0.44,0.89,0.83,0.38,0.7,0
108,1,1.04,1.2,1.27,1.39,1.2,0
112,1,2.24,2.17,4.44,1.05,3.59,0
116,1,1.41,2.99,2.58,1.21,3.95,0
119,0,0.79,1.43,1.62,1.16,2.87,0
121,1,0.4,0.64,1.03,0.58,1.77,0
124,1,0.56,2.88,0.37,1.25,1.74,1
130,0,0.66,2.22,0.21,1.41,0.8,0
174,1,0.57,1.53,0.3,0.72,1.38,0
183,1,1.16,3.06,2.44,1.52,4.01,0
190,1,1.36,3.43,1.38,1.86,2.91,1
191,0,1.17,1.65,1.22,2.28,1.58,1
